initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
1,20,5,0,0,nonconverged_power_flow,invalid_nonconverged,3613.9441,6254.23,2.3454202292537e-06,1.21273651282179,0.372915313943771,1.0576827
5,2,5,0,0,nonconverged_power_flow,invalid_nonconverged,4109.332,6254.23,8.69733456925015e-08,1.22410309315276,0.0155953434705533,1.0636
5,10,5,0,0,nonconverged_power_flow,invalid_nonconverged,4505.287,6254.23,7.27589307157494e-09,0.83860918296055,0.0155953434705533,1.0636
5,14,4,0,0,nonconverged_power_flow,invalid_nonconverged,2101.28505,6254.23,3.17291836385614e-08,216.413840226632,0.0138883260410137,4.70345447033821
8,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,5.42948428533229e-09,1.47747591162423,0.718133274513454,1.0576827
8,7,4,0,0,nonconverged_power_flow,invalid_nonconverged,4618.9285,6254.23,1.2745679957241e-07,1.25287212074321,0.0193157512720256,1.0576827
8,10,4,0,0,nonconverged_power_flow,invalid_nonconverged,4618.9285,6254.23,1.85708834677982e-07,1.25287212074321,0.0193157512720256,1.0576827
8,12,5,0,0,nonconverged_power_flow,invalid_nonconverged,4094.1931,6254.23,3.24208223610484e-10,1.57226425216781,0.69604335943861,1.0576827
10,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,4056.853,6254.23,3.43011608768725e-06,166.507383958021,0.077191060267164,3.98816151393742
10,6,4,0,0,nonconverged_power_flow,invalid_nonconverged,4047.718,6254.23,1.52370251563447e-06,33.4459141652888,0.00279972814839298,12.94201543428
10,9,4,0,0,nonconverged_power_flow,invalid_nonconverged,2761.79,6254.23,1.25606139957013e-06,28.3885635782568,0.223409110526061,1.85283640412518
10,10,4,0,0,nonconverged_power_flow,invalid_nonconverged,3966.21,6254.23,5.27674688677974e-07,6.69578334270254,0.0207558446761418,1.74007687375001
10,11,3,0,0,nonconverged_power_flow,invalid_nonconverged,1888.68,6254.23,5.76264440275408e-06,1.18741182459573,0.721366860715057,1.0178431
10,12,4,0,0,nonconverged_power_flow,invalid_nonconverged,3619.318,6254.23,3.2968324879927e-06,24.3979565926846,0.00790946208308466,1.87146279945308
10,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,2721.19,6254.23,8.78514029784031e-06,35.6627617241498,0.00305047797411954,3.33011338448267
10,15,4,0,0,nonconverged_power_flow,invalid_nonconverged,3137.8132,6254.23,4.39229059245395e-06,28.3885638891338,0.223409110644705,1.85283640543273
10,18,4,0,0,nonconverged_power_flow,invalid_nonconverged,4464.5295,6254.23,2.86862586794927e-06,1.5798332415332,0.121019168265875,1.0636
13,4,5,0,0,nonconverged_power_flow,invalid_nonconverged,4523.171825,6254.23,3.50998905833878e-07,1.34289500151686,0.722599023485766,1.0576827
14,1,4,0,0,nonconverged_power_flow,invalid_nonconverged,3618.0391,6254.23,1.28130587403269e-05,3.89600279844782,0.00927125338999082,1.0576827
14,14,4,0,0,nonconverged_power_flow,invalid_nonconverged,3618.0391,6254.23,1.28130587403269e-05,3.89600279844782,0.00927125338999082,1.0576827
15,16,5,0,0,nonconverged_power_flow,invalid_nonconverged,4505.287,6254.23,1.92213472110561e-07,1.56752119989646,0.0155953434705533,1.0636
18,14,5,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,2.01858112147205e-06,4.98841748741466,0.031851539171535,2.39702826933799
