initial_branch,trial_id,initial_branch_weight,num_trials_for_initial_branch,sample_weight,sample_weight_source,paper_LLR,paper_LFOR,paper_NVOR,paper_CRI
1,1,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00162212783452649,0.0103450359417667,6.62555560979126e-06,0.0030436090001912
1,2,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00222648498579085,0.0104108072520677,4.3311665505358e-05,0.00342671477498912
1,3,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.00113098124619257,0,0.000226196249238513
1,4,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.00113098124619257,0,0.000226196249238513
1,5,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.00113098124619257,0,0.000226196249238513
1,6,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00232516724989578,0.0104216856032226,4.94774627093761e-05,0.00348933296312385
1,7,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,6.01951148737433e-05,0.0105638827847112,2.17970002589969e-05,0.00215325302591828
1,8,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.000638952828344294,0.0103343922337205,0,0.00245025014375067
1,9,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,7.25267557088574e-05,0.0104373126671518,1.19513189836868e-05,0.00213336885065242
1,10,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.00113098124619257,0,0.000226196249238513
1,11,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.00113098124619257,0,0.000226196249238513
1,12,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.00113098124619257,0,0.000226196249238513
1,13,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.00113098124619257,0,0.000226196249238513
1,14,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.000121278583210618,Inf,0.251403200830559,Inf
1,15,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00222648498579085,0.0104108072520677,4.3311665505358e-05,0.00342671477498912
1,16,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,9.88940034645993e-05,0.0103343922337205,0,0.00212621484882285
1,17,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00232516724989578,0.0104216856032226,4.94774627093761e-05,0.00348933296312385
1,18,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0.00113098124619257,0,0.000226196249238513
1,19,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.00232516724989578,0.0104216856032226,4.94774627093761e-05,0.00348933296312385
1,20,0.0229583813816962,20,0.00108695652173913,paper_formula_internal_stage_probability,0.000119099274797889,0.0103369106673211,2.56013737682237e-06,0.00213935372581832
2,1,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,2,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,3,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,4,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,5,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,6,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,7,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,8,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,9,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,10,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,11,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,12,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,13,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,14,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,15,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,16,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,17,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,18,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,19,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
2,20,0.0305063423838977,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,1,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,2,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,3,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,4,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,5,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,6,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,7,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,8,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,9,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,10,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,11,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,12,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,13,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,14,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,15,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,16,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,17,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
3,18,0.0198133976307789,20,0.00108695652173913,paper_formula_internal_stage_probability,0,0,0,0
