policy_id,scenario_id,branch_id,from_bus,to_bus,line_loading_pu,P_L,P1,P2,P3,P_flow,P_HF_L,assumption_status,note
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,1,1,2,0.433686576060115,0.001536124438,0.000437124438,0.001099,0,0.000438,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,2,1,39,0.165487827133061,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,3,2,3,0.646912660754082,0.001476244378,0.000377244378,0.001099,0,0.000378,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,4,2,25,0.402637519039503,0.001543110445,0.000444110445,0.001099,0,0.000445,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,5,2,30,0.439970975359483,0.001575046477,0.000476046477,0.001099,0,0.000477,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,6,3,4,0.160274499860333,0.001645904548,0.000546904548,0.001099,0,0.000548,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,7,3,18,0.0327628728917155,0.001532132434,0.000433132434,0.001099,0,0.000434,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,8,4,5,0.439017241454691,0.001132932034,3.3932034e-05,0.001099,0,3.4e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,9,4,14,0.510684670768426,0.001713768616,0.000614768616,0.001099,0,0.000616,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,10,5,6,0.549797250156466,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,11,5,8,0.438312230113501,0.001662870565,0.000563870565,0.001099,0,0.000565,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,12,6,7,0.586006779638039,0.001361474263,0.000262474263,0.001099,0,0.000263,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,13,6,11,0.548353983493105,0.001599996502,0.000500996502,0.001099,0,0.000502,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_curtail_to_constant_absorbed_power,wind_speed_11_28,14,6,31,0.551332775156177,0.001475246377,0.000376246377,0.001099,0,0.000377,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
