policy_id,scenario_id,gen_bus,gen_type,PG_mw,QG_mvar,PG_change_from_11_28,is_slack,is_wind,is_conventional,assumption_status,note
constant_total_generation_dispatch,wind_speed_12_00,30,conventional,0,32.2265565047101,0,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,31,conventional,673.653247144337,198.071903136467,-1.62781792901899,1,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,32,conventional,306.25,152.492197405816,-63.826493023256,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,33,conventional,288.25,97.6837061534871,-63.826493023256,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,34,conventional,164.25,77.7343149509589,-63.826493023256,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,35,conventional,306.25,78.471837907591,-63.826493023256,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,36,conventional,216.25,15.2693210130004,-63.826493023256,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,37,conventional,196.25,12.0703995096662,-63.826493023256,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,38,conventional,486.25,14.9476064376273,-63.826493023256,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,39,conventional,656.25,35.1831344719126,-63.826493023256,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,30,wind,300,32.2265565047101,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,31,wind,300,198.071903136467,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,32,wind,300,152.492197405816,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,33,wind,300,97.6837061534871,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,34,wind,300,77.7343149509589,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,35,wind,300,78.471837907591,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,36,wind,300,15.2693210130004,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,37,wind,300,12.0703995096662,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,38,wind,300,14.9476064376273,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
constant_total_generation_dispatch,wind_speed_12_00,39,wind,300,35.1831344719126,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
