initial_branch,trial_id,chain_depth,terminated_reason,total_load_shed_mw,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,num_total_outaged_branches,final_converged,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI
1,1,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
1,2,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
1,3,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
1,4,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
1,5,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
2,1,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
2,2,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
2,3,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
2,4,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
2,5,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
3,1,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
3,2,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
3,3,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
3,4,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
3,5,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
4,1,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
4,2,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
4,3,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
4,4,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
4,5,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
5,1,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
5,2,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
5,3,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
5,4,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
5,5,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
6,1,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
6,2,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
6,3,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
6,4,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
6,5,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
7,1,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
7,2,1,powerflow_not_converged,1876.269,0.3,NaN,NaN,1,0,1,1,1,1
