policy_id,scenario_id,branch_id,from_bus,to_bus,line_loading_pu,P_L,P1,P2,P3,P_flow,P_HF_L,assumption_status,note
wind_plus_redispatch_current,wind_speed_11_28,1,1,2,0.436750232384551,0.001536124438,0.000437124438,0.001099,0,0.000438,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,2,1,39,0.167105298959306,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,3,2,3,0.663876852745922,0.001476244378,0.000377244378,0.001099,0,0.000378,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,4,2,25,0.408158162644973,0.001543110445,0.000444110445,0.001099,0,0.000445,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,5,2,30,0.448839183998284,0.001575046477,0.000476046477,0.001099,0,0.000477,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,6,3,4,0.154626038583249,0.001645904548,0.000546904548,0.001099,0,0.000548,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,7,3,18,0.029952978938966,0.001532132434,0.000433132434,0.001099,0,0.000434,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,8,4,5,0.417570566025474,0.001132932034,3.3932034e-05,0.001099,0,3.4e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,9,4,14,0.513748125460712,0.001713768616,0.000614768616,0.001099,0,0.000616,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,10,5,6,0.537085241894717,0.001679836582,0.000580836582,0.001099,0,0.000582,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,11,5,8,0.436001864011983,0.001662870565,0.000563870565,0.001099,0,0.000565,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,12,6,7,0.58098486672036,0.001361474263,0.000262474263,0.001099,0,0.000263,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,13,6,11,0.56816590498847,0.001599996502,0.000500996502,0.001099,0,0.000502,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,14,6,31,0.532902748449468,0.001475246377,0.000376246377,0.001099,0,0.000377,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,15,7,8,0.306962854198726,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,16,8,9,0.191922532523221,0.001121954023,2.2954023e-05,0.001099,0,2.3e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,17,9,39,0.191169322198346,0.001782630685,0.000683630685,0.001099,0,0.000685,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,18,10,11,0.488276065114256,0.001321554223,0.000222554223,0.001099,0,0.000223,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,19,10,13,0.597407943745603,0.001782630685,0.000683630685,0.001099,0,0.000685,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,20,10,32,0.761772979305969,0.001650894553,0.000551894553,0.001099,0,0.000553,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,21,12,11,0.0905283028187365,0.001525146427,0.000426146427,0.001099,0,0.000427,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,22,12,13,0.0903694423005491,0.001512172414,0.000413172414,0.001099,0,0.000414,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,23,13,14,0.57917495405374,0.001532132434,0.000433132434,0.001099,0,0.000434,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,24,14,15,0.166135418565539,0.001475246377,0.000376246377,0.001099,0,0.000377,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,25,15,16,0.425392934947308,0.001566064468,0.000467064468,0.001099,0,0.000468,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,26,16,17,0.388323493137478,0.001404388306,0.000305388306,0.001099,0,0.000306,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,27,16,19,0.790926269104655,0.001109978011,1.0978011e-05,0.001099,0,1.1e-05,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
wind_plus_redispatch_current,wind_speed_11_28,28,16,21,0.53812728735613,0.001571054473,0.000472054473,0.001099,0,0.000473,0.001,diagnostic_sensitivity_not_paper_confirmed,Base-case line probability input only.
