policy_id,scenario_id,gen_bus,gen_type,PG_mw,QG_mvar,PG_change_from_11_28,is_slack,is_wind,is_conventional,assumption_status,note
wind_plus_redispatch_current,wind_speed_12_00,30,conventional,123.681592377008,40.8910722529204,-23.538491409806,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,31,conventional,645.611063463387,196.114957682662,-0.0324400498619752,1,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,32,conventional,306.284615268811,153.895595006189,-59.00320952288,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,33,conventional,297.394063380089,100.973668609068,-57.310525110605,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,34,conventional,238.920410571228,81.8075666073981,-46.04820924307,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,35,conventional,305.991070070916,82.6132923678596,-58.961026102254,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,36,conventional,263.531328023536,21.1102000147268,-50.784007265131,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,37,conventional,254.155912141232,16.4070691757607,-48.975526001454,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,38,conventional,390.632458715039,5.21835525885703,-75.275100535907,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,39,conventional,471.088256203881,52.208724754216,-90.757090188793,0,0,1,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,30,wind,300,40.8910722529204,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,31,wind,300,196.114957682662,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,32,wind,300,153.895595006189,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,33,wind,300,100.973668609068,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,34,wind,300,81.8075666073981,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,35,wind,300,82.6132923678596,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,36,wind,300,21.1102000147268,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,37,wind,300,16.4070691757607,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,38,wind,300,5.21835525885703,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
wind_plus_redispatch_current,wind_speed_12_00,39,wind,300,52.208724754216,51.061194418605,0,1,0,diagnostic_sensitivity_not_paper_confirmed,PG_change_from_11_28 is computed in the sensitivity summary.
