initial_branch,trial_id,stage_id,branch_index,from_bus,to_bus,PF,PT,active_flow_mw,active_limit_mw,P_li_pu,P_li_max_pu,line_overlimit_component,line_severity_component,severity_valid,replay_source
18,18,2,37,22,35,-649.999999999998,649.999999999998,649.999999999998,900,0.72222222222222,1,0,0,1,replayed_pf_result
18,18,2,38,23,24,353.856610941642,-351.286117468749,353.856610941642,600,0.58976101823607,1,0,0,1,replayed_pf_result
18,18,2,39,23,36,-558.552984302332,560,560,900,0.622222222222222,1,0,0,1,replayed_pf_result
18,18,2,40,25,26,77.094188824789,-76.9165449331696,77.094188824789,600,0.128490314707982,1,0,0,1,replayed_pf_result
18,18,2,41,25,37,-538.340007838602,539.999999999999,539.999999999999,900,0.599999999999999,1,0,0,1,replayed_pf_result
18,18,2,42,26,27,268.911626211226,-267.865438469099,268.911626211226,600,0.448186043685376,1,0,0,1,replayed_pf_result
18,18,2,43,26,28,-140.88861523981,141.677631168023,141.677631168023,600,0.236129385280038,1,0,0,1,replayed_pf_result
18,18,2,44,26,29,-190.106466038247,192.021841691657,192.021841691657,600,0.320036402819429,1,0,0,1,replayed_pf_result
18,18,2,45,28,29,-347.677631168024,349.237347069557,349.237347069557,600,0.582062245115928,1,0,0,1,replayed_pf_result
18,18,2,46,29,38,-824.759188761215,830,830,1200,0.691666666666666,1,0,0,1,replayed_pf_result
18,19,1,1,1,2,-196.589343247671,197.844040816988,197.844040816988,600,0.329740068028314,1,0,0,1,replayed_pf_result
18,19,1,2,1,39,98.9893432523758,-98.889037292041,98.9893432523758,1000,0.0989893432523758,1,0,0,1,replayed_pf_result
18,19,1,3,2,3,307.304881764486,-306.036017873182,307.304881764486,500,0.614609763528973,1,0,0,1,replayed_pf_result
18,19,1,4,2,25,-255.148922586342,259.826003178248,259.826003178248,500,0.519652006356497,1,0,0,1,replayed_pf_result
18,19,1,5,2,30,-249.999999998897,249.999999998896,249.999999998897,900,0.277777777776552,1,0,0,1,replayed_pf_result
18,19,1,6,3,4,51.9161248800137,-51.6525497829315,51.9161248800137,500,0.103832249760027,1,0,0,1,replayed_pf_result
18,19,1,7,3,18,-67.8801069713506,67.9283578972219,67.9283578972219,500,0.135856715794444,1,0,0,1,replayed_pf_result
18,19,1,8,4,5,-2.3799278394122,2.38090185469652,2.38090185469652,600,0.00396816975782753,1,0,0,1,replayed_pf_result
18,19,1,9,4,14,-445.967522089701,447.573060743601,447.573060743601,500,0.895146121487201,1,0,0,1,replayed_pf_result
18,19,1,10,5,6,-348.496261346356,348.74148867055,348.74148867055,1200,0.290617907225459,1,0,0,1,replayed_pf_result
18,19,1,11,5,8,346.115359430981,-345.131388570935,346.115359430981,900,0.384572621589979,1,0,0,1,replayed_pf_result
18,19,1,12,6,7,423.913697100427,-422.796189479541,423.913697100427,900,0.471015219000475,1,0,0,1,replayed_pf_result
18,19,1,13,6,11,-100.702889791913,100.779114289928,100.779114289928,480,0.209956488104017,1,0,0,1,replayed_pf_result
18,19,1,14,6,31,-671.952296813592,671.952296813593,671.952296813593,1800,0.373306831563107,1,0,0,1,replayed_pf_result
18,19,1,15,7,8,188.996189668205,-188.849707556109,188.996189668205,900,0.209995766298006,1,0,0,1,replayed_pf_result
18,19,1,16,8,9,11.9810965204424,-11.6154287999195,11.9810965204424,900,0.0133123294671583,1,0,0,1,replayed_pf_result
18,19,1,17,9,39,5.11542880132193,-5.11096270844796,5.11542880132193,900,0.00568380977924659,1,0,0,1,replayed_pf_result
18,19,1,18,10,11,0,0,0,600,0,1,0,0,1,replayed_pf_result
18,19,1,19,10,13,649.999999953575,-648.342673166915,649.999999953575,600,1.08333333325596,1,0.0833333332559585,5.057613250503,1,replayed_pf_result
18,19,1,20,10,32,-649.999999911056,649.999999911056,649.999999911056,900,0.722222222123395,1,0,0,1,replayed_pf_result
18,19,1,21,12,11,100.959902907498,-100.779113302172,100.959902907498,500,0.201919805814997,1,0,0,1,replayed_pf_result
18,19,1,22,12,13,-109.4899032705,109.746415439938,109.746415439938,500,0.219492830879875,1,0,0,1,replayed_pf_result
18,19,1,23,13,14,538.596257367739,-536.056321761536,538.596257367739,600,0.897660428946232,1,0,0,1,replayed_pf_result
18,19,1,24,14,15,88.4832610014041,-88.3284304851871,88.4832610014041,600,0.147472101669007,1,0,0,1,replayed_pf_result
18,19,1,25,15,16,-231.671569406056,232.358812635159,232.358812635159,600,0.387264687725266,1,0,0,1,replayed_pf_result
18,19,1,26,16,17,262.179765116702,-261.719520333126,262.179765116702,600,0.436966275194503,1,0,0,1,replayed_pf_result
18,19,1,27,16,19,-451.274474043113,454.366525870777,454.366525870777,600,0.757277543117962,1,0,0,1,replayed_pf_result
18,19,1,28,16,21,-329.587473597823,330.409492989879,330.409492989879,600,0.550682488316465,1,0,0,1,replayed_pf_result
18,19,1,29,16,24,-42.6766301011754,42.7076450743397,42.7076450743397,600,0.0711794084572328,1,0,0,1,replayed_pf_result
18,19,1,30,17,18,226.267550869475,-225.928357888766,226.267550869475,600,0.377112584782459,1,0,0,1,replayed_pf_result
18,19,1,31,17,27,35.4519694632415,-35.425547471613,35.4519694632415,600,0.0590866157720691,1,0,0,1,replayed_pf_result
18,19,1,32,19,20,174.733947909678,-174.515152294543,174.733947909678,900,0.194148831010753,1,0,0,1,replayed_pf_result
18,19,1,33,19,33,-629.100473785814,631.999999999532,631.999999999532,900,0.702222222221703,1,0,0,1,replayed_pf_result
18,19,1,34,20,34,-505.48484770433,507.999999999883,507.999999999883,900,0.564444444444314,1,0,0,1,replayed_pf_result
18,19,1,35,21,22,-604.409492992237,607.201568369716,607.201568369716,900,0.674668409299684,1,0,0,1,replayed_pf_result
18,19,1,36,22,23,42.7984316236526,-42.7735932990148,42.7984316236526,600,0.0713307193727543,1,0,0,1,replayed_pf_result
18,19,1,37,22,35,-649.999999998874,649.999999998874,649.999999998874,900,0.722222222220971,1,0,0,1,replayed_pf_result
18,19,1,38,23,24,353.841221517562,-351.307645068125,353.841221517562,600,0.589735369195936,1,0,0,1,replayed_pf_result
18,19,1,39,23,36,-558.567628223061,559.999999999087,559.999999999087,900,0.622222222221207,1,0,0,1,replayed_pf_result
18,19,1,40,25,26,54.5167866717595,-54.4272751983001,54.5167866717595,600,0.0908613111195992,1,0,0,1,replayed_pf_result
18,19,1,41,25,37,-538.342789844184,539.999999998963,539.999999998963,900,0.599999999998848,1,0,0,1,replayed_pf_result
18,19,1,42,26,27,246.434187612275,-245.574452518932,246.434187612275,600,0.410723646020458,1,0,0,1,replayed_pf_result
18,19,1,43,26,28,-140.827829238155,141.616140648745,141.616140648745,600,0.236026901081242,1,0,0,1,replayed_pf_result
18,19,1,44,26,29,-190.179083175602,192.092799997235,192.092799997235,600,0.320154666662058,1,0,0,1,replayed_pf_result
18,19,1,45,28,29,-347.616140648779,349.172664594382,349.172664594382,600,0.581954440990637,1,0,0,1,replayed_pf_result
18,19,1,46,29,38,-824.765464592575,829.999999999762,829.999999999762,1200,0.691666666666468,1,0,0,1,replayed_pf_result
18,19,2,1,1,2,-147.627066498225,148.336581444622,148.336581444622,600,0.247227635741037,1,0,0,1,replayed_pf_result
18,19,2,2,1,39,50.0270664982255,-49.9960061693982,50.0270664982255,1000,0.0500270664982255,1,0,0,1,replayed_pf_result
18,19,2,3,2,3,335.075493568593,-333.399220059994,335.075493568593,500,0.670150987137186,1,0,0,1,replayed_pf_result
18,19,2,4,2,25,-233.412075013228,237.245819013818,237.245819013818,500,0.474491638027636,1,0,0,1,replayed_pf_result
18,19,2,5,2,30,-249.999999999999,249.999999999999,249.999999999999,900,0.277777777777777,1,0,0,1,replayed_pf_result
18,19,2,6,3,4,19.5026698561448,-18.9618832794559,19.5026698561448,500,0.0390053397122896,1,0,0,1,replayed_pf_result
18,19,2,7,3,18,-8.1034497961029,8.11118095934095,8.11118095934095,500,0.0162223619186819,1,0,0,1,replayed_pf_result
18,19,2,8,4,5,-428.308740316241,429.941836526935,429.941836526935,600,0.716569727544892,1,0,0,1,replayed_pf_result
18,19,2,9,4,14,-52.7293764034735,52.7827269784819,52.7827269784819,500,0.105565453956964,1,0,0,1,replayed_pf_result
18,19,2,10,5,6,-761.092856669996,762.344886426948,762.344886426948,1200,0.63528740535579,1,0,0,1,replayed_pf_result
18,19,2,11,5,8,331.151020143653,-330.196450330976,331.151020143653,900,0.367945577937392,1,0,0,1,replayed_pf_result
18,19,2,12,6,7,488.829367268532,-487.266022579254,488.829367268532,900,0.54314374140948,1,0,0,1,replayed_pf_result
18,19,2,13,6,11,68.5433532540665,-68.5034756910955,68.5433532540665,480,0.142798652612639,1,0,0,1,replayed_pf_result
18,19,2,14,6,31,-1319.71760695254,1319.71760695254,1319.71760695254,1800,0.733176448306964,1,0,0,1,replayed_pf_result
18,19,2,15,7,8,253.466022579795,-253.178111510903,253.466022579795,900,0.28162891397755,1,0,0,1,replayed_pf_result
18,19,2,16,8,9,61.3745618430356,-60.5439675862079,61.3745618430356,900,0.0681939576033729,1,0,0,1,replayed_pf_result
18,19,2,17,9,39,54.0439675863256,-54.0039938305901,54.0439675863256,900,0.0600488528736952,1,0,0,1,replayed_pf_result
18,19,2,18,10,11,0,0,0,600,0,1,0,0,1,replayed_pf_result
18,19,2,19,10,13,0,0,0,600,0,1,0,0,1,replayed_pf_result
18,19,2,20,10,32,0,0,0,900,0,1,0,0,1,replayed_pf_result
18,19,2,21,12,11,-68.4062696920908,68.5034756916649,68.5034756916649,500,0.13700695138333,1,0,0,1,replayed_pf_result
18,19,2,22,12,13,59.8762696921947,-59.747828373253,59.8762696921947,500,0.119752539384389,1,0,0,1,replayed_pf_result
18,19,2,23,13,14,59.7478283734536,-59.68481855822,59.7478283734536,600,0.099579713955756,1,0,0,1,replayed_pf_result
18,19,2,24,14,15,6.90209157973487,-6.76934581806373,6.90209157973487,600,0.0115034859662248,1,0,0,1,replayed_pf_result
18,19,2,25,15,16,-313.230654181896,314.52177142849,314.52177142849,600,0.524202952380817,1,0,0,1,replayed_pf_result
18,19,2,26,16,17,179.685535162406,-179.46367933775,179.685535162406,600,0.299475891937343,1,0,0,1,replayed_pf_result
18,19,2,27,16,19,-451.082288115701,454.287928722698,454.287928722698,600,0.757146547871164,1,0,0,1,replayed_pf_result
18,19,2,28,16,21,-329.47885052871,330.311530163152,330.311530163152,600,0.550519216938587,1,0,0,1,replayed_pf_result
18,19,2,29,16,24,-42.6461679464885,42.6861174687537,42.6861174687537,600,0.0711435291145895,1,0,0,1,replayed_pf_result
18,19,2,30,17,18,166.307097417169,-166.111180959327,166.307097417169,600,0.277178495695282,1,0,0,1,replayed_pf_result
18,19,2,31,17,27,13.1565819205812,-13.1345615308946,13.1565819205812,600,0.021927636534302,1,0,0,1,replayed_pf_result
18,19,2,32,19,20,174.771361039116,-174.548641188675,174.771361039116,900,0.194190401154573,1,0,0,1,replayed_pf_result
18,19,2,33,19,33,-629.059289761818,631.999999999999,631.999999999999,900,0.702222222222221,1,0,0,1,replayed_pf_result
18,19,2,34,20,34,-505.451358811324,508,508,900,0.564444444444444,1,0,0,1,replayed_pf_result
18,19,2,35,21,22,-604.311530163153,607.170638641742,607.170638641742,900,0.674634042935268,1,0,0,1,replayed_pf_result
18,19,2,36,22,23,42.8293613582509,-42.8036266393137,42.8293613582509,600,0.0713822689304182,1,0,0,1,replayed_pf_result
18,19,2,37,22,35,-649.999999999998,649.999999999998,649.999999999998,900,0.72222222222222,1,0,0,1,replayed_pf_result
18,19,2,38,23,24,353.856610941642,-351.286117468749,353.856610941642,600,0.58976101823607,1,0,0,1,replayed_pf_result
18,19,2,39,23,36,-558.552984302332,560,560,900,0.622222222222222,1,0,0,1,replayed_pf_result
18,19,2,40,25,26,77.094188824789,-76.9165449331696,77.094188824789,600,0.128490314707982,1,0,0,1,replayed_pf_result
18,19,2,41,25,37,-538.340007838602,539.999999999999,539.999999999999,900,0.599999999999999,1,0,0,1,replayed_pf_result
18,19,2,42,26,27,268.911626211226,-267.865438469099,268.911626211226,600,0.448186043685376,1,0,0,1,replayed_pf_result
18,19,2,43,26,28,-140.88861523981,141.677631168023,141.677631168023,600,0.236129385280038,1,0,0,1,replayed_pf_result
18,19,2,44,26,29,-190.106466038247,192.021841691657,192.021841691657,600,0.320036402819429,1,0,0,1,replayed_pf_result
18,19,2,45,28,29,-347.677631168024,349.237347069557,349.237347069557,600,0.582062245115928,1,0,0,1,replayed_pf_result
18,19,2,46,29,38,-824.759188761215,830,830,1200,0.691666666666666,1,0,0,1,replayed_pf_result
18,20,1,1,1,2,-196.589343247671,197.844040816988,197.844040816988,600,0.329740068028314,1,0,0,1,replayed_pf_result
18,20,1,2,1,39,98.9893432523758,-98.889037292041,98.9893432523758,1000,0.0989893432523758,1,0,0,1,replayed_pf_result
18,20,1,3,2,3,307.304881764486,-306.036017873182,307.304881764486,500,0.614609763528973,1,0,0,1,replayed_pf_result
18,20,1,4,2,25,-255.148922586342,259.826003178248,259.826003178248,500,0.519652006356497,1,0,0,1,replayed_pf_result
18,20,1,5,2,30,-249.999999998897,249.999999998896,249.999999998897,900,0.277777777776552,1,0,0,1,replayed_pf_result
18,20,1,6,3,4,51.9161248800137,-51.6525497829315,51.9161248800137,500,0.103832249760027,1,0,0,1,replayed_pf_result
18,20,1,7,3,18,-67.8801069713506,67.9283578972219,67.9283578972219,500,0.135856715794444,1,0,0,1,replayed_pf_result
18,20,1,8,4,5,-2.3799278394122,2.38090185469652,2.38090185469652,600,0.00396816975782753,1,0,0,1,replayed_pf_result
18,20,1,9,4,14,-445.967522089701,447.573060743601,447.573060743601,500,0.895146121487201,1,0,0,1,replayed_pf_result
18,20,1,10,5,6,-348.496261346356,348.74148867055,348.74148867055,1200,0.290617907225459,1,0,0,1,replayed_pf_result
18,20,1,11,5,8,346.115359430981,-345.131388570935,346.115359430981,900,0.384572621589979,1,0,0,1,replayed_pf_result
18,20,1,12,6,7,423.913697100427,-422.796189479541,423.913697100427,900,0.471015219000475,1,0,0,1,replayed_pf_result
18,20,1,13,6,11,-100.702889791913,100.779114289928,100.779114289928,480,0.209956488104017,1,0,0,1,replayed_pf_result
18,20,1,14,6,31,-671.952296813592,671.952296813593,671.952296813593,1800,0.373306831563107,1,0,0,1,replayed_pf_result
18,20,1,15,7,8,188.996189668205,-188.849707556109,188.996189668205,900,0.209995766298006,1,0,0,1,replayed_pf_result
18,20,1,16,8,9,11.9810965204424,-11.6154287999195,11.9810965204424,900,0.0133123294671583,1,0,0,1,replayed_pf_result
18,20,1,17,9,39,5.11542880132193,-5.11096270844796,5.11542880132193,900,0.00568380977924659,1,0,0,1,replayed_pf_result
18,20,1,18,10,11,0,0,0,600,0,1,0,0,1,replayed_pf_result
18,20,1,19,10,13,649.999999953575,-648.342673166915,649.999999953575,600,1.08333333325596,1,0.0833333332559585,5.057613250503,1,replayed_pf_result
18,20,1,20,10,32,-649.999999911056,649.999999911056,649.999999911056,900,0.722222222123395,1,0,0,1,replayed_pf_result
18,20,1,21,12,11,100.959902907498,-100.779113302172,100.959902907498,500,0.201919805814997,1,0,0,1,replayed_pf_result
18,20,1,22,12,13,-109.4899032705,109.746415439938,109.746415439938,500,0.219492830879875,1,0,0,1,replayed_pf_result
18,20,1,23,13,14,538.596257367739,-536.056321761536,538.596257367739,600,0.897660428946232,1,0,0,1,replayed_pf_result
18,20,1,24,14,15,88.4832610014041,-88.3284304851871,88.4832610014041,600,0.147472101669007,1,0,0,1,replayed_pf_result
18,20,1,25,15,16,-231.671569406056,232.358812635159,232.358812635159,600,0.387264687725266,1,0,0,1,replayed_pf_result
