parameter_set_id,branch_id,mean_probability_11_28,mean_probability_12_00,delta_probability,selected_count_11_28,selected_count_12_00,delta_selected_count,loading_related_note
low_hidden_failure,1,0.0733340650793655,0.101655263604651,0.028321198525286,61,83,22,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,2,0.0122713384820394,0.0337227298888888,0.0214513914068494,10,29,19,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,3,0.219068718645691,0.253336780862533,0.0342680622168426,144,172,28,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,4,0.0305026114558472,0.0454135430351075,0.0149109315792603,26,33,7,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,5,0.000586890000000003,0.00063884324776786,5.19532477678572e-05,0,2,2,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,6,0.0404218313203216,0.0623739688209608,0.0219521375006392,31,54,23,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,7,0.0178110064116985,0.0272739339019191,0.00946292749022052,13,22,9,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,8,0.149260712229822,0.154824534695535,0.0055638224657123,94,110,16,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,9,0.0607297720023016,0.0465400261630436,-0.014189745839258,34,26,-8,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,10,0.0421379484452737,0.029773108475967,-0.0123648399693067,35,29,-6,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,11,0.0125085085849057,0.0166025040451978,0.00409399546029208,13,13,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,12,0.0523630701474202,0.0431345541094297,-0.00922851603799051,41,36,-5,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,13,0.178105115822603,0.179344927489823,0.00123981166722012,119,122,3,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,14,0.123990194101838,0.170988215349854,0.0469980212480155,90,122,32,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,15,0.0153001675145858,0.00234264085082873,-0.012957526663757,14,2,-12,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,16,0.0369030299420626,0.0460900944642858,0.0091870645222232,29,38,9,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,17,0.0443880680764775,0.0527027246392898,0.00831465656281226,31,43,12,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,18,0.157091469492754,0.158093787707183,0.00100231821442864,101,104,3,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,19,0.173213464108527,0.180892053417533,0.00767858930900611,93,94,1,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,20,0.0400764466375547,0.0483541178651686,0.00827767122761397,23,25,2,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,21,0.00592484123989222,0.00682283144654091,0.000897990206648696,1,1,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,22,0.00313890913630231,0.00432347031446542,0.00118456117816311,1,1,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,23,0.177017637113402,0.183958830716253,0.00694119360285145,103,108,5,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,24,0.0116850040473505,0.0148769798717949,0.00319197582444435,6,9,3,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,25,0.0575749854565951,0.0699613567769475,0.0123863713203524,39,44,5,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,26,0.017067089786036,0.0243958029680851,0.00732871318204909,9,10,1,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,27,0.172102489605263,0.203735187413394,0.0316326978081317,134,146,12,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,28,0.0279279304191617,0.0244763460157127,-0.00345158440344904,11,12,1,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,29,0.0136962513271246,0.0123691316213276,-0.00132711970579704,11,11,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,30,0.0305118634311513,0.0437748418356457,0.0132629784044944,18,25,7,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,31,0.0529284313409092,0.0708729834049411,0.0179445520640319,30,39,9,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,32,0.000624890000000002,0.000624890000000001,-5.42101086242752e-19,0,0,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,33,0.0095618666708229,0.00887727429262386,-0.000684592378199036,0,0,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,34,0.000134990000000001,0.000134990000000001,2.71050543121376e-20,0,0,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,35,0.0279360321366459,0.0236244909205984,-0.00431154121604757,11,11,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,36,0.0168901314588528,0.0144754304137931,-0.00241470104505976,13,11,-2,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,37,0.0208338711464969,0.0234116355281691,0.0025777643816722,0,0,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,38,0.038482351426799,0.0372506098620689,-0.00123174156473008,22,22,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,39,0.000554899999999998,0.000554899999999998,-1.0842021724855e-19,0,0,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,40,0.0983595868840581,0.117788507366021,0.0194289204819626,64,75,11,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,41,0.000566899999999998,0.000566899999999998,-1.0842021724855e-19,0,2,2,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,42,0.106734797207317,0.131558114136733,0.0248233169294154,69,83,14,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,43,0.000586890000000003,0.000586890000000003,1.0842021724855e-19,0,0,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,44,0.000134990000000001,0.00103654253424658,0.000901552534246575,0,0,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,45,0.000561900000000001,0.00354164235159818,0.00297974235159818,1,1,0,Branch-level candidate probability comparison across the two wind speeds.
low_hidden_failure,46,0.000523910000000002,0.00398230477508651,0.00345839477508651,1,0,-1,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,1,0.0876499696261679,0.0943815365187709,0.00673156689260304,71,77,6,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,2,0.0218252748878923,0.0280091239560439,0.00618384906815155,19,25,6,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,3,0.222845245992115,0.248992243717277,0.0261469977251617,148,175,27,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,4,0.0332488796359499,0.0318475958934517,-0.00140128374249818,25,22,-3,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,5,0.00157499999999999,0.00157499999999999,0,2,3,1,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,6,0.0524678386845038,0.0642808190270269,0.0118129803425231,46,59,13,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,7,0.0203607746767241,0.0224799022175291,0.002119127540805,12,17,5,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,8,0.158662815374332,0.157830285529716,-0.000832529844615848,108,104,-4,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,9,0.0713010068812426,0.0464746740661685,-0.0248263328150741,38,29,-9,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,10,0.0476168940476189,0.0376435958620688,-0.00997329818555012,39,34,-5,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,11,0.0147506541714285,0.0189763311529934,0.00422567698156492,16,16,0,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,12,0.0498840573964495,0.0450644522439584,-0.00481960515249114,43,40,-3,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,13,0.179094893098782,0.168411901298701,-0.0106829918000809,120,118,-2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,14,0.132356061517615,0.178178389707928,0.0458223281903127,100,123,23,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,15,0.0121735201793722,0.00826350926935661,-0.00391001091001558,10,7,-3,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,16,0.0365055578002244,0.053250364628821,0.0167448068285966,31,47,16,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,17,0.040400961521253,0.0571941030567687,0.0167931415355158,35,50,15,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,18,0.155867165980796,0.156660489424364,0.000793323443568583,102,106,4,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,19,0.183569569411764,0.187769610787172,0.00420004137540733,95,104,9,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,20,0.0559758357836336,0.0509909316939889,-0.00498490408964469,30,30,0,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,21,0.00805550791826305,0.0100279276155718,0.00197241969730877,4,6,2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,22,0.00614704432989692,0.00995274512195125,0.00380570079205433,8,10,2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,23,0.182925438980716,0.190927920921052,0.00800248194033609,104,109,5,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,24,0.0173831935691318,0.0105359002098635,-0.00684729335926821,7,7,0,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,25,0.0603612110871904,0.0579471565263157,-0.00241405456087468,39,49,10,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,26,0.0200538321888413,0.0178662376569038,-0.00218759453193743,8,5,-3,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,27,0.178949455696203,0.207379007789232,0.0284295520930294,134,156,22,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,28,0.0262076378103837,0.0236114730684326,-0.00259616474195107,11,13,2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,29,0.0148912211453745,0.0144307423655914,-0.000460478779783027,14,12,-2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,30,0.029285570995671,0.0331740773109244,0.00388850631525334,23,23,0,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,31,0.0547934697068403,0.0675995184404637,0.0128060487336234,29,36,7,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,32,0.001613,0.001613,0,2,3,1,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,33,0.00961575455650056,0.00890107032181165,-0.000714684234688918,2,4,2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,34,0.00176633694344164,0.00112400000000001,-0.000642336943441637,1,1,0,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,35,0.0261335298245614,0.0237751399317406,-0.00235838989282078,12,13,1,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,36,0.0165448678445229,0.0163885858930603,-0.00015628195146267,15,13,-2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,37,0.0206314700239807,0.0197128176538907,-0.000918652370089989,2,0,-2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,38,0.0390829460910151,0.0339237688989783,-0.00515917719203672,23,24,1,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,39,0.0015431,0.0015431,6.50521303491303e-19,2,1,-1,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,40,0.0977363852364478,0.116252660270881,0.0185162750344328,60,73,13,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,41,0.0015551,0.00155509999999999,-6.50521303491303e-19,0,3,3,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,42,0.104769444548651,0.128197616438355,0.0234281718897039,68,86,18,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,43,0.00157499999999999,0.00157499999999999,2.16840434497101e-19,1,3,2,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,44,0.00112400000000001,0.00112400000000001,2.16840434497101e-19,0,1,1,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,45,0.0015501,0.00268084733861835,0.00113074733861835,3,2,-1,Branch-level candidate probability comparison across the two wind speeds.
medium_hidden_failure,46,0.0015122,0.00378665968109341,0.00227445968109341,0,2,2,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,1,0.105216127213115,0.107105232337796,0.00188910512468132,93,101,8,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,2,0.0268331915074311,0.03545761444333,0.00862442293589899,27,32,5,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,3,0.228138622721893,0.266961051582649,0.038822428860756,159,199,40,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,4,0.0396721259493671,0.038518491326022,-0.00115363462334515,25,31,6,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,5,0.008309648,0.0113739402985074,0.00306429229850744,4,7,3,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,6,0.0664266239833162,0.0893870441030726,0.0229604201197564,56,80,24,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,7,0.029555626443769,0.0332075983870968,0.00365197194332784,19,23,4,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,8,0.177165117417783,0.172671102813599,-0.00449401460418414,124,129,5,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,9,0.0694583182010579,0.0594085200791293,-0.0100497981219286,46,48,2,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,10,0.0727590627586208,0.0510428359916056,-0.0217162267670152,58,47,-11,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,11,0.0274717226725083,0.0239448463886064,-0.00352687628390191,23,23,0,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,12,0.0602202202998845,0.0512854998952877,-0.00893472040459681,56,48,-8,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,13,0.174783540201004,0.177520201641266,0.00273666144026102,131,139,8,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,14,0.136361415880893,0.178272745524297,0.0419113296434036,100,145,45,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,15,0.0187447299238302,0.013991010441767,-0.0047537194820632,19,11,-8,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,16,0.0460486266524522,0.0580426836000001,0.011994056947548,37,48,11,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,17,0.0526663160599573,0.0644879882117882,0.0118216721518309,47,60,13,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,18,0.15255343550447,0.167301299522673,0.0147478640182027,110,126,16,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,19,0.181199226287262,0.190168789224704,0.00896956293744142,110,125,15,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,20,0.0545625824675324,0.0549210330073349,0.000358450539802518,41,38,-3,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,21,0.0100768044311377,0.0111150659502263,0.00103826151908852,5,6,1,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,22,0.00992597202380955,0.00921138571428576,-0.000714586309523783,8,8,0,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,23,0.178753659923664,0.188444100364078,0.00969044044041353,120,133,13,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,24,0.0253299984678244,0.0258695002898552,0.00053950182203075,22,22,0,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,25,0.0520451327603642,0.0677731454198472,0.015728012659483,35,53,18,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,26,0.0303758775879397,0.0278699799809342,-0.00250589760700552,14,16,2,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,27,0.182523458829902,0.191029613394683,0.00850615456478074,140,152,12,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,28,0.026313279661017,0.0253374986124877,-0.000975781048529297,17,14,-3,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,29,0.02105065,0.0220972311507937,0.00104658115079368,19,25,6,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,30,0.0364640452695828,0.0369137452198851,0.000449699950302362,23,25,2,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,31,0.0560739051671734,0.0679777561068703,0.011903850939697,23,39,16,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,32,0.00649490000000002,0.00649490000000002,3.46944695195361e-18,9,5,-4,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,33,0.0125075636363636,0.0123436951011715,-0.000163868535192135,4,5,1,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,34,0.00600979999999997,0.00600979999999997,-8.67361737988404e-19,3,7,4,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,35,0.0249495106010929,0.0249111088568486,-3.84017442443194e-05,16,20,4,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,36,0.0226670936877077,0.0236258683491063,0.000958774661398567,19,27,8,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,37,0.0183221391694726,0.017453934805468,-0.00086820436400457,5,8,3,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,38,0.041999699347826,0.0406112237704917,-0.00138847557733429,28,28,0,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,39,0.00642560000000002,0.00642560000000002,8.67361737988404e-19,4,4,0,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,40,0.0906755469453375,0.116756316207951,0.026080769262614,55,88,33,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,41,0.00643740000000002,0.00643740000000002,8.67361737988404e-19,6,4,-2,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,42,0.101152080128206,0.130736391129033,0.0295843110008275,58,89,31,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,43,0.00645720000000003,0.00645720000000003,8.67361737988404e-19,4,6,2,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,44,0.0067733847295864,0.00640987148676168,-0.000363513242824721,3,7,4,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,45,0.0097379642475987,0.00942534673366834,-0.000312617513930368,6,4,-2,Branch-level candidate probability comparison across the two wind speeds.
high_hidden_failure,46,0.00955924745222934,0.00973913700707791,0.000179889554848569,0,4,4,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,1,0.0876499696261679,0.0943815365187709,0.00673156689260304,71,77,6,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,2,0.0218252748878923,0.0280091239560439,0.00618384906815155,19,25,6,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,3,0.222845245992115,0.248992243717277,0.0261469977251617,148,175,27,Branch-level candidate probability comparison across the two wind speeds.
benchmark_calibrated_seed,4,0.0332488796359499,0.0318475958934517,-0.00140128374249818,25,22,-3,Branch-level candidate probability comparison across the two wind speeds.
