initial_branch,trial_id,stage_id,branch_index,from_bus,to_bus,PF,PT,active_flow_mw,active_limit_mw,P_li_pu,P_li_max_pu,line_overlimit_component,line_severity_component,severity_valid,replay_source
17,13,3,9,4,14,-314.427578279618,315.30379606214,315.30379606214,500,0.630607592124281,1,0,0,1,replayed_pf_result
17,13,3,10,5,6,-488.427580150841,488.967527346323,488.967527346323,1200,0.40747293945527,1,0,0,1,replayed_pf_result
17,13,3,11,5,8,328.139298857552,-327.229512236032,328.139298857552,900,0.364599220952836,1,0,0,1,replayed_pf_result
17,13,3,12,6,7,436.643120545132,-435.408211811849,436.643120545132,900,0.485159022827924,1,0,0,1,replayed_pf_result
17,13,3,13,6,11,-336.650648160094,337.470030981103,337.470030981103,480,0.703062564543964,1,0,0,1,replayed_pf_result
17,13,3,14,6,31,-588.959999746245,588.959999746245,588.959999746245,1800,0.327199999859025,1,0,0,1,replayed_pf_result
17,13,3,15,7,8,201.60821181374,-201.438032646208,201.60821181374,900,0.224009124237489,1,0,0,1,replayed_pf_result
17,13,3,16,8,9,6.66754488736597,-6.49999999994926,6.66754488736597,900,0.00740838320818441,1,0,0,1,replayed_pf_result
17,13,3,17,9,39,0,0,0,900,0,1,0,0,1,replayed_pf_result
17,13,3,18,10,11,337.565410905167,-337.075891329114,337.565410905167,600,0.562609018175278,1,0,0,1,replayed_pf_result
17,13,3,19,10,13,242.496424595626,-242.174497390901,242.496424595626,600,0.404160707659376,1,0,0,1,replayed_pf_result
17,13,3,20,10,32,-580.061835502746,580.061835502746,580.061835502746,900,0.644513150558607,1,0,0,1,replayed_pf_result
17,13,3,21,12,11,0.42974636752605,-0.394139651561384,0.42974636752605,500,0.0008594927350521,1,0,0,1,replayed_pf_result
17,13,3,22,12,13,-8.95974636750051,8.99009863076424,8.99009863076424,500,0.0179801972615285,1,0,0,1,replayed_pf_result
17,13,3,23,13,14,233.184398757737,-232.570863146599,233.184398757737,600,0.388640664596228,1,0,0,1,replayed_pf_result
