initial_branch,trial_id,paper_LLR,paper_LFOR,paper_NVOR,paper_CRI,paper_valid_stage_count,paper_invalid_stage_count,paper_lfor_nvor_complete
1,1,0.00269852182485514,0.0187733571902227,0.00033884788840674,0.00544155411063898,5,0,1
1,2,0.00395251693816565,0.0192045979386522,0.000484809531834904,0.00630939165699681,5,0,1
1,3,0.000279512093168631,0.00533099722400071,3.47390113067452e-05,0.00124085450296267,5,0,1
1,4,0.000390870822193278,0.0185758756931324,0.000129011940261606,0.00397550001999476,5,0,1
1,5,0,0.000567119006355125,0,0.000113423801271025,1,0,1
1,6,0.00314509967639659,0.0189269324034645,0.000390828343862844,0.00575061195530342,4,0,1
1,7,8.7315246037215e-05,0.00426096994939882,0,0.000904583137502093,3,0,1
1,8,0.000365075809726513,0.0182811717295589,5.7192537701257e-05,0.00388671833928794,5,0,1
1,9,0.00048840887964633,0.0183672755176533,6.82619660947361e-05,0.0039801528245374,4,1,1
1,10,0.000290254412418535,0.0182614354087512,3.8265777709074e-05,0.00383409288474318,5,0,1
1,11,0.00397234928346444,0.0192114181529728,0.000487117963249126,0.00632311679332305,5,0,1
1,12,0,0.000567119006355125,0,0.000113423801271025,1,0,1
1,13,0.00302284743742347,0.0187920702315216,0.000345181673586997,0.00564115884347581,4,1,1
1,14,0.000273215482447734,0.0182481601692356,3.74300508487783e-05,0.00382104733348552,4,0,1
1,15,0,0.000567119006355125,0,0.000113423801271025,1,0,1
1,16,0.00395251693816565,0.0192045979386522,0.000484809531834904,0.00630939165699681,5,0,1
1,17,0.00395251693816565,0.0192045979386522,0.000484809531834904,0.00630939165699681,5,0,1
1,18,7.62825027025168e-05,0.0182044761603987,1.44947478853515e-05,0.00368956368327832,5,0,1
1,19,0.00397234928346444,0.0192114181529728,0.000487117963249126,0.00632311679332305,5,0,1
1,20,0.000217089690044864,0.00443651470622888,0.000178494125371756,0.00105325558034705,3,1,1
2,1,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,2,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,3,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,4,0.00061892566036553,0.00157833520126787,1.02869014888916e-05,0.000689079816770671,4,0,1
2,5,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,6,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,7,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,8,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,9,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,10,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,11,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,12,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,13,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,14,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,15,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,16,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,17,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,18,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,19,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
2,20,0,0.000208979231086207,0,4.17958462172413e-05,1,0,1
3,1,0,0,0,0,1,0,1
3,2,0,0,0,0,1,0,1
3,3,0,0,0,0,1,0,1
3,4,0,0,0,0,1,0,1
3,5,0,0,0,0,1,0,1
3,6,0,0,0,0,1,0,1
3,7,0,0,0,0,1,0,1
3,8,0,0,0,0,1,0,1
3,9,0,0,0,0,1,0,1
3,10,0,0,0,0,1,0,1
3,11,0,0,0,0,1,0,1
3,12,0,0,0,0,1,0,1
3,13,0,0,0,0,1,0,1
3,14,0,0,0,0,1,0,1
3,15,0,0,0,0,1,0,1
3,16,0,0,0,0,1,0,1
3,17,0,0,0,0,1,0,1
3,18,0,0,0,0,1,0,1
3,19,0,0,0,0,1,0,1
3,20,0,0,0,0,1,0,1
4,1,0,0,0,0,1,0,1
4,2,0,0,0,0,1,0,1
4,3,0,0,0,0,1,0,1
4,4,0,0,0,0,1,0,1
4,5,0,0,0,0,1,0,1
4,6,0,0,0,0,1,0,1
4,7,0,0,0,0,1,0,1
4,8,0,0,0,0,1,0,1
4,9,0,0,0,0,1,0,1
4,10,0,0,0,0,1,0,1
4,11,0,0,0,0,1,0,1
4,12,0,0,0,0,1,0,1
4,13,0,0,0,0,1,0,1
4,14,0,0,0,0,1,0,1
4,15,0,0,0,0,1,0,1
4,16,0,0,0,0,1,0,1
4,17,0,0,0,0,1,0,1
4,18,0,0,0,0,1,0,1
4,19,0,0,0,0,1,0,1
4,20,0,0,0,0,1,0,1
5,1,0,0,0,0,1,0,1
5,2,0,0,0,0,1,0,1
5,3,0,0,0,0,1,0,1
5,4,0,0,0,0,1,0,1
5,5,0,0,0,0,1,0,1
5,6,0,0,0,0,1,0,1
5,7,0,0,0,0,1,0,1
5,8,0,0,0,0,1,0,1
5,9,8.75181969686224e-06,8.61245162980719e-05,2.48814342614008e-05,2.74522819300119e-05,5,0,1
5,10,0,0,0,0,1,0,1
5,11,3.07671666569939e-06,5.48194556238508e-05,0,1.28099211241898e-05,2,0,1
5,12,0,0,0,0,1,0,1
5,13,0,0,0,0,1,0,1
5,14,0,0,0,0,1,0,1
5,15,0,0,0,0,1,0,1
5,16,2.51546059452029e-05,0.000239112157164318,1.26080697188003e-05,6.54368089437454e-05,5,0,1
5,17,0,0,0,0,1,0,1
5,18,0,0,0,0,1,0,1
5,19,0,0,0,0,1,0,1
5,20,0,0,0,0,1,0,1
6,1,0,0,0,0,1,0,1
6,2,0,0,0,0,1,0,1
6,3,0,0,0,0,1,0,1
6,4,0,0,0,0,1,0,1
6,5,0,0,0,0,1,0,1
6,6,0,0,0,0,1,0,1
6,7,0,0,0,0,1,0,1
6,8,0,0,0,0,1,0,1
6,9,0,0,0,0,1,0,1
6,10,0,0,0,0,1,0,1
6,11,0,0,0,0,1,0,1
6,12,0,0,0,0,1,0,1
6,13,0,0,0,0,1,0,1
6,14,0,0,0,0,1,0,1
6,15,0,0,0,0,1,0,1
6,16,0,0,0,0,1,0,1
6,17,0,0,0,0,1,0,1
6,18,0,0,0,0,1,0,1
6,19,0,0,0,0,1,0,1
6,20,0,0,0,0,1,0,1
7,1,0,0,0,0,1,0,1
7,2,0,0,0,0,1,0,1
7,3,0,0,0,0,1,0,1
7,4,0,0,0,0,1,0,1
7,5,0,0,0,0,1,0,1
7,6,0,0,0,0,1,0,1
7,7,0,0,0,0,1,0,1
7,8,0,0,0,0,1,0,1
7,9,0,0,0,0,1,0,1
7,10,0,0,0,0,1,0,1
7,11,0,0,0,0,1,0,1
7,12,0,0,0,0,1,0,1
7,13,0,0,0,0,1,0,1
7,14,0,0,0,0,1,0,1
7,15,0,0,0,0,1,0,1
7,16,0,0,0,0,1,0,1
7,17,0,0,0,0,1,0,1
7,18,0,0,0,0,1,0,1
7,19,0,0,0,0,1,0,1
7,20,0,0,0,0,1,0,1
8,1,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,2,8.96414452111777e-06,0.000101232451595759,4.86740197705823e-06,2.6598457427234e-05,4,0,1
8,3,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,4,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,5,6.30487893908238e-07,2.20480197289641e-05,2.16060018067302e-07,4.83110868575123e-06,4,0,1
8,6,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,7,5.3441527835505e-06,4.76672910150015e-06,0,4.15983749043033e-06,3,0,1
8,8,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,9,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,10,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,11,7.33702222979088e-08,4.45985242835123e-07,1.77786509661088e-08,1.36774912138992e-07,4,0,1
8,12,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,13,1.37179139637904e-06,2.12446802538811e-05,3.91147056290241e-07,5.1502402998617e-06,3,1,1
8,14,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,15,0,1.48779464058042e-09,0,2.97558928116085e-10,2,0,1
8,16,3.66876342985248e-07,8.0381171250767e-05,2.01374948103653e-07,1.63366350455653e-05,4,0,1
8,17,4.15117214954698e-07,8.03531966967471e-05,1.95114899654822e-07,1.63587326482532e-05,4,0,1
8,18,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,19,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
8,20,0,2.82397156789535e-06,0,5.6479431357907e-07,1,0,1
9,1,0,0,0,0,1,0,1
9,2,0,0,0,0,1,0,1
9,3,0,0,0,0,1,0,1
9,4,0,0,0,0,1,0,1
9,5,0,0,0,0,1,0,1
9,6,0,0,0,0,1,0,1
9,7,0,0,0,0,1,0,1
9,8,0,0,0,0,1,0,1
9,9,0,0,0,0,1,0,1
9,10,0,0,0,0,1,0,1
9,11,0,0,0,0,1,0,1
9,12,0,0,0,0,1,0,1
9,13,0,0,0,0,1,0,1
9,14,0,0,0,0,1,0,1
9,15,0,0,0,0,1,0,1
9,16,0,0,0,0,1,0,1
9,17,0,0,0,0,1,0,1
9,18,0,0,0,0,1,0,1
9,19,0,0,0,0,1,0,1
9,20,0,0,0,0,1,0,1
10,1,0,0.00584868118666593,7.51586007430964e-05,0.0011847679574818,3,0,1
10,2,0.00153076936134952,0.12331934631363,0.00711912198867672,0.0270061552772711,3,0,1
10,3,0,0.000554669520841623,0,0.000110933904168325,1,0,1
10,4,8.36738976242814e-05,0.00633398486379155,0.000156837490289444,0.00134836880939077,5,0,1
10,5,7.77475900054065e-05,0.00414293384771072,0.000989508879643741,0.00107313709947414,4,0,1
10,6,3.72549400109254e-06,2.39838343616473e-05,5.5773494193769e-07,7.14361026137252e-06,2,1,1
10,7,0,0.000554669520841623,0,0.000110933904168325,1,0,1
10,8,0.00153076936134952,0.12331934631363,0.00711912198867672,0.0270061552772711,3,0,1
10,9,0.000150963521709118,0.00600009237158113,1.5892545608781e-05,0.00129377509646345,3,1,1
10,10,7.77475900054065e-05,0.00414293384771072,0.000989508879643741,0.00107313709947414,4,0,1
10,11,0.000431822262582312,0.00416547170207014,0.0010168139861682,0.00129555049519706,3,1,1
10,12,0.00227473093390119,0.1817331814785,0.0105790509130536,0.0398272850386514,3,0,1
10,13,3.03742357624776e-05,0.000347126815197148,0,8.76499044969161e-05,3,0,1
10,14,0.000120261445571031,0.000387996461239925,0,0.000149756159590604,3,0,1
10,15,0.000120261445571031,0.000387996461239925,0,0.000149756159590604,3,0,1
10,16,0.000607258972471474,0.000958742600622942,4.27099940581348e-05,0.0005646459024191,3,1,1
10,17,0.000119376687618004,0.1817331814785,0.00522937298661224,0.0374641369055932,4,0,1
10,18,0.000202287444167736,0.123398812777579,0.00357119310351502,0.0255153736427193,5,0,1
10,19,8.77478676555796e-05,0.000264114132489221,9.82024197412913e-05,0.00012511203103945,2,1,1
10,20,0,0.000554669520841623,0,0.000110933904168325,1,0,1
11,1,0.00329605284290692,0.00443494666020282,0.00254734294811781,0.00337408962740828,3,0,1
11,2,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,3,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,4,0.00161275690491963,0.00242416683033994,0.00124641355117113,0.00170177021925399,3,0,1
11,5,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,6,0.00329605284290692,0.00443494666020282,0.00254734294811781,0.00337408962740828,3,0,1
11,7,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,8,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,9,0.00329605284290692,0.00443494666020282,0.00254734294811781,0.00337408962740828,3,0,1
11,10,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,11,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,12,0.000147367688443193,0.000673687302115942,0.000113892604223273,0.000245936594333759,3,0,1
11,13,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,14,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,15,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,16,0.00329605284290692,0.00443494666020282,0.00254734294811781,0.00337408962740828,3,0,1
11,17,0.00329605284290692,0.00443494666020282,0.00254734294811781,0.00337408962740828,3,0,1
11,18,0.00161275690491963,0.00242416683033994,0.00124641355117113,0.00170177021925399,3,0,1
11,19,0,0.000759374172693011,0,0.000151874834538602,1,0,1
11,20,0,0.000759374172693011,0,0.000151874834538602,1,0,1
12,1,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,2,0.00103483632849065,0.00146312275712844,0.000799769648569082,0.0010734802782339,3,0,1
12,3,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,4,0.000305513439184686,0.0241366220829145,0.00142084594691554,0.00529480166947683,3,0,1
12,5,0.00103483632849065,0.00146312275712844,0.000799769648569082,0.0010734802782339,3,0,1
12,6,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,7,0.00103483632849065,0.00146312275712844,0.000799769648569082,0.0010734802782339,3,0,1
12,8,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,9,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,10,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,11,0.00103483632849065,0.00146312275712844,0.000799769648569082,0.0010734802782339,3,0,1
12,12,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,13,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,14,0.000385736117220643,0.000548053825144591,0.00029811481334436,0.000400675398030176,3,0,1
12,15,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,16,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,17,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,18,0.00103483632849065,0.00146312275712844,0.000799769648569082,0.0010734802782339,3,0,1
12,19,0,0.000387559721814394,0,7.75119443628789e-05,1,0,1
12,20,0.000202081046543975,0.000328532406480412,0.000156177632276084,0.000218190635677684,3,0,1
13,1,0,0,0,0,1,0,1
13,2,0,0,0,0,1,0,1
13,3,0,0,0,0,1,0,1
13,4,0,0,0,0,1,0,1
13,5,0,0,0,0,1,0,1
13,6,0,0,0,0,1,0,1
13,7,8.45990297670065e-07,0.000296390419036754,1.06206511028066e-05,6.19098082065142e-05,3,0,1
13,8,0,0,0,0,1,0,1
13,9,5.76890341526446e-05,0.000310433755743845,1.26259438860033e-05,9.92253604175563e-05,4,1,1
13,10,0,0,0,0,1,0,1
13,11,2.0735099922769e-06,4.99613710877975e-05,3.94795795729468e-07,1.13153393720715e-05,3,0,1
13,12,0,0,0,0,1,0,1
13,13,0,0,0,0,1,0,1
13,14,0,0,0,0,1,0,1
13,15,0,0,0,0,1,0,1
13,16,0,2.0027407356506e-05,0,4.0054814713012e-06,2,0,1
13,17,0,0,0,0,1,0,1
13,18,0,0,0,0,1,0,1
13,19,0,0,0,0,1,0,1
13,20,0,0,0,0,1,0,1
14,1,0.00141228284738663,0.0153110266407566,0.000180177867251292,0.00394561061003356,4,0,1
14,2,0.000137341122610708,0.0130097474163164,6.83348376904639e-06,0.00268572085358351,4,0,1
14,3,0.00139243315396803,0.0152751977976118,0.000177479051453601,0.0039259952621939,4,0,1
14,4,0.000103487443657941,0.00973013044327828,0,0.00200811855485042,4,0,1
14,5,0.000103487443657941,0.00973013044327828,0,0.00200811855485042,4,0,1
14,6,0.000475790491938089,0.0106727195380113,5.71949932314932e-06,0.00242116210262974,5,0,1
14,7,0.000530156792315561,0.0106726059541878,0,0.00245261526622689,5,0,1
14,8,0.000189143070254051,0.00989841255144115,3.32268763324575e-05,0.00209981372770715,4,0,1
14,9,0.000133380158190991,0.0129381344587066,1.43922137169336e-06,0.00266794283093025,3,1,1
14,10,0.00141228284738663,0.0153110266407566,0.000180177867251292,0.00394561061003356,4,0,1
14,11,9.78065500008666e-05,0.00045756297691887,0.000113850908241773,0.000172966707032649,3,1,1
14,12,0.000810243709778991,0.0106726059541878,0,0.00262066741670495,4,0,1
14,13,0.00139243315396803,0.0152751977976118,0.000177479051453601,0.0039259952621939,4,0,1
14,14,0.00139243315396803,0.0152751977976118,0.000177479051453601,0.0039259952621939,4,0,1
14,15,0.000584475091478808,0.0138165857479354,6.76237401917038e-05,0.00312752695251271,5,0,1
