branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
1,1,2,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
5,2,30,2,1,0,481.739424942403,406.52495,31,6254.23,1,5848.34206458531,0.923896805161296,1,6254.23,1,5848.34206458531,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,1084.39595,406.52495,39,6245.03,0.998528995575794,5245.68553952771,0.828691628726425,2,9.2,0.0014710044242057,1084.39595,largest_load_island_selected
15,7,8,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,31,6254.23,1,6330.08148952772,1,1,6254.23,1,6330.08148952772,original_slack_island_has_sufficient_load
