branch_index,from_bus,to_bus,island_count,main_island_id,disconnected_load_mw,disconnected_generation_mw,disconnected_wind_mw,new_slack_bus,main_island_load_mw,main_island_load_share,main_island_generation_mw,main_island_gen_share,original_slack_island_id,original_slack_island_load_mw,original_slack_island_load_share,original_slack_island_generation_mw,main_island_selection_reason
1,1,2,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
2,1,39,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
3,2,3,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
4,2,25,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
5,2,30,2,1,0,464.628587348972,375.2538,31,6254.23,1,5865.20937368015,0.926597080334513,1,6254.23,1,5865.20937368015,original_slack_island_has_sufficient_load
6,3,4,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
7,3,18,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
8,4,5,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
9,4,14,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
10,5,6,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
11,5,8,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
12,6,7,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
13,6,11,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
14,6,31,2,1,9.2,1053.1248,375.2538,39,6245.03,0.998528995575794,5276.71316102912,0.833625314505084,2,9.2,0.0014710044242057,1053.1248,largest_load_island_selected
15,7,8,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
16,8,9,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
17,9,39,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
18,10,11,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
19,10,13,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
20,10,32,2,1,0,594.593917124409,375.2538,31,6254.23,1,5735.24404390471,0.90606490706632,1,6254.23,1,5735.24404390471,original_slack_island_has_sufficient_load
21,12,11,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
22,12,13,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
23,13,14,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
24,14,15,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
25,15,16,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
26,16,17,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
27,16,19,2,1,680,1134.46179265047,750.5076,31,5574.23,0.89127358603697,5195.37616837865,0.820775539652831,1,5574.23,0.89127358603697,5195.37616837865,original_slack_island_has_sufficient_load
28,16,21,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
29,16,24,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
30,17,18,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
31,17,27,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
32,19,20,2,1,680,546.29047793102,375.2538,31,5574.23,0.89127358603697,5783.5474830981,0.913695977480883,1,5574.23,0.89127358603697,5783.5474830981,original_slack_island_has_sufficient_load
33,19,33,2,1,0,588.171314719451,375.2538,31,6254.23,1,5741.66664630967,0.907079562171948,1,6254.23,1,5741.66664630967,original_slack_island_has_sufficient_load
34,20,34,2,1,0,546.29047793102,375.2538,31,6254.23,1,5783.5474830981,0.913695977480883,1,6254.23,1,5783.5474830981,original_slack_island_has_sufficient_load
35,21,22,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
36,22,23,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
37,22,35,2,1,0,594.343636912509,375.2538,31,6254.23,1,5735.49432411661,0.906104446816538,1,6254.23,1,5735.49432411661,original_slack_island_has_sufficient_load
38,23,24,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
39,23,36,2,1,0,563.929895800094,375.2538,31,6254.23,1,5765.90806522903,0.910909268251093,1,6254.23,1,5765.90806522903,original_slack_island_has_sufficient_load
40,25,26,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
41,25,37,2,1,0,557.222513607958,375.2538,31,6254.23,1,5772.61544742117,0.91196891341633,1,6254.23,1,5772.61544742117,original_slack_island_has_sufficient_load
42,26,27,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
43,26,28,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
44,26,29,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
45,28,29,1,1,0,0,0,31,6254.23,1,6329.83796102912,1,1,6254.23,1,6329.83796102912,original_slack_island_has_sufficient_load
46,29,38,2,1,0,654.93401156817,375.2538,31,6254.23,1,5674.90394946095,0.89653226265816,1,6254.23,1,5674.90394946095,original_slack_island_has_sufficient_load
