initial_branch,trial_id,stage_id,candidate_branch,loading_pu,candidate_probability,prob_model,engineering_probability,paper_formula_probability,paper_formula_status,paper_formula_missing_parameters,paper_formula_used_fallback,random_u,selected
1,1,1,2,0.107141961901022,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.947077509664361,0
1,1,1,3,1.0858891440375,1,paper_formula,0.486501148168771,1,computed_full_formula_3_1_to_3_6,,0,0.167770970289712,1
1,1,1,4,0.298242804254081,0.00055490100445,paper_formula,0.0001,0.00055490100445,computed_full_formula_3_1_to_3_6,,0,0.21974637570249,0
1,1,1,5,0.451986797467761,0.00058689460477,paper_formula,0.0001,0.00058689460477,computed_full_formula_3_1_to_3_6,,0,0.287252781494014,0
1,1,1,6,0.389160610303344,0.00065788040548,paper_formula,0.0001,0.00065788040548,computed_full_formula_3_1_to_3_6,,0,0.104141867102996,0
1,1,1,7,0.0833715897396412,0.00054390320434,paper_formula,0.0001,0.00054390320434,computed_full_formula_3_1_to_3_6,,0,0.0711452267337908,0
1,1,1,8,0.140736667616728,0.00014398320034,paper_formula,0.0001,0.00014398320034,computed_full_formula_3_1_to_3_6,,0,0.501642818670789,0
1,1,1,9,0.510201620062326,0.00072586680616,paper_formula,0.0001,0.00072586680616,computed_full_formula_3_1_to_3_6,,0,0.808429241105173,0
1,1,1,10,0.51903595064245,0.00069187360582,paper_formula,0.0001,0.00069187360582,computed_full_formula_3_1_to_3_6,,0,0.0643687105025803,0
1,1,1,11,0.603401037715175,0.00067487700565,paper_formula,0.0001,0.00067487700565,computed_full_formula_3_1_to_3_6,,0,0.269723873384041,0
1,1,1,12,0.713086865631245,0.00037293740263,paper_formula,0.0001,0.00037293740263,computed_full_formula_3_1_to_3_6,,0,0.259281127130561,0
1,1,1,13,0.74795344849176,0.00061188960502,paper_formula,0.0001,0.00061188960502,computed_full_formula_3_1_to_3_6,,0,0.462935764514544,0
1,1,1,14,0.543586634988554,0.00048691460377,paper_formula,0.0001,0.00048691460377,computed_full_formula_3_1_to_3_6,,0,0.879286300246613,0
1,1,1,15,0.435714882641899,0.00013298540023,paper_formula,0.0001,0.00013298540023,computed_full_formula_3_1_to_3_6,,0,0.816301472305733,0
1,1,1,16,0.460980263858162,0.00013298540023,paper_formula,0.0001,0.00013298540023,computed_full_formula_3_1_to_3_6,,0,0.206821647288256,0
1,1,1,17,0.438922731018447,0.00079485300685,paper_formula,0.0001,0.00079485300685,computed_full_formula_3_1_to_3_6,,0,0.207799682383354,0
1,1,1,18,0.620382797836635,0.00033294540223,paper_formula,0.0001,0.00033294540223,computed_full_formula_3_1_to_3_6,,0,0.711922651806709,0
