parameter_set_id,sample_variant,metric_name,valid_target_count,mean_abs_relative_gap,median_abs_relative_gap,topology_direction_match,wind_speed_direction_match,penetration_direction_match,overall_trend_match_rate,score_rank,recommendation
low_hidden_failure,severity_only,SLLR,7,0.869577958403714,0.86730525506492,0,0,1,0.333333333333333,8,severity_only_not_paper_risk
low_hidden_failure,severity_only,SLFOR,7,0.460422762290607,0.400650665169569,0,0,0,0,28,severity_only_not_paper_risk
low_hidden_failure,severity_only,SNVOR,7,0.64259553898874,0.652676840641419,0,0,0,0,34,severity_only_not_paper_risk
low_hidden_failure,severity_only,CRI_recomputed,7,0.803042184567495,0.767657204491805,0,0,0,0,37,severity_only_not_paper_risk
low_hidden_failure,severity_only,CRI_basic,7,0.803042184567495,0.767657204491805,0,0,0,0,38,severity_only_not_paper_risk
low_hidden_failure,initial_probability_weighted_actual,SLLR,7,0.999929841557308,0.999923706178077,1,0,0,0.333333333333333,15,wrong_trend
low_hidden_failure,initial_probability_weighted_actual,SLFOR,7,0.999724450328605,0.999684259416148,0,0,0,0,45,wrong_trend
low_hidden_failure,initial_probability_weighted_actual,SNVOR,7,0.999828275469078,0.999833017023286,0,0,0,0,48,wrong_trend
low_hidden_failure,initial_probability_weighted_actual,CRI_recomputed,7,0.999895204125755,0.999883078038063,0,0,0,0,50,wrong_trend
low_hidden_failure,initial_probability_weighted_actual,CRI_basic,7,0.999895204125755,0.999883078038063,0,0,0,0,51,wrong_trend
low_hidden_failure,initial_probability_weighted_display,SLLR,7,0.299719661768412,0.238233611682729,1,0,0,0.333333333333333,1,wrong_trend
low_hidden_failure,initial_probability_weighted_display,SLFOR,7,1.75370093240481,2.15530657587534,0,0,0,0,58,wrong_trend
low_hidden_failure,initial_probability_weighted_display,SNVOR,7,0.804168812777137,0.667265000958036,0,0,0,0,36,wrong_trend
low_hidden_failure,initial_probability_weighted_display,CRI_recomputed,7,0.261724285345661,0.225256474583854,0,0,0,0,26,wrong_trend
low_hidden_failure,initial_probability_weighted_display,CRI_basic,7,0.261724285345662,0.225256474583856,0,0,0,0,27,wrong_trend
low_hidden_failure,transition_probability_weighted,SLLR,0,NaN,NaN,NaN,NaN,NaN,NaN,61,insufficient_targets
low_hidden_failure,transition_probability_weighted,SLFOR,0,NaN,NaN,NaN,NaN,NaN,NaN,62,insufficient_targets
low_hidden_failure,transition_probability_weighted,SNVOR,0,NaN,NaN,NaN,NaN,NaN,NaN,63,insufficient_targets
low_hidden_failure,transition_probability_weighted,CRI_recomputed,0,NaN,NaN,NaN,NaN,NaN,NaN,64,insufficient_targets
low_hidden_failure,transition_probability_weighted,CRI_basic,0,NaN,NaN,NaN,NaN,NaN,NaN,65,insufficient_targets
medium_hidden_failure,severity_only,SLLR,7,0.869577958403714,0.86730525506492,0,0,1,0.333333333333333,9,severity_only_not_paper_risk
medium_hidden_failure,severity_only,SLFOR,7,0.453374149194362,0.400650665169569,0,0,0,0,29,severity_only_not_paper_risk
medium_hidden_failure,severity_only,SNVOR,7,0.629208250368599,0.650231080810488,0,0,0,0,32,severity_only_not_paper_risk
medium_hidden_failure,severity_only,CRI_recomputed,7,0.797147479300714,0.767657204491805,0,0,0,0,39,severity_only_not_paper_risk
medium_hidden_failure,severity_only,CRI_basic,7,0.797147479300714,0.767657204491805,0,0,0,0,40,severity_only_not_paper_risk
medium_hidden_failure,initial_probability_weighted_actual,SLLR,7,0.999927258044089,0.999923706178077,1,0,0,0.333333333333333,16,wrong_trend
medium_hidden_failure,initial_probability_weighted_actual,SLFOR,7,0.999722912324798,0.999684259416148,0,0,0,0,46,wrong_trend
medium_hidden_failure,initial_probability_weighted_actual,SNVOR,7,0.999831697025973,0.999833017023286,0,0,1,0.333333333333333,13,wrong_trend
medium_hidden_failure,initial_probability_weighted_actual,CRI_recomputed,7,0.999898383936792,0.999887758145124,0,0,0,0,52,wrong_trend
medium_hidden_failure,initial_probability_weighted_actual,CRI_basic,7,0.999898383936792,0.999887758145124,0,0,0,0,53,wrong_trend
medium_hidden_failure,initial_probability_weighted_display,SLLR,7,0.273884529575218,0.238233611682729,1,0,0,0.333333333333333,2,wrong_trend
medium_hidden_failure,initial_probability_weighted_display,SLFOR,7,1.76908097046655,2.15530657587534,0,0,0,0,59,wrong_trend
medium_hidden_failure,initial_probability_weighted_display,SNVOR,7,0.718240109097325,0.667265000958036,0,0,1,0.333333333333333,6,wrong_trend
medium_hidden_failure,initial_probability_weighted_display,CRI_recomputed,7,0.209840222020413,0.148159321774501,0,0,0,0,22,wrong_trend
medium_hidden_failure,initial_probability_weighted_display,CRI_basic,7,0.209840222020413,0.148159321774501,0,0,0,0,23,wrong_trend
medium_hidden_failure,transition_probability_weighted,SLLR,0,NaN,NaN,NaN,NaN,NaN,NaN,66,insufficient_targets
medium_hidden_failure,transition_probability_weighted,SLFOR,0,NaN,NaN,NaN,NaN,NaN,NaN,67,insufficient_targets
medium_hidden_failure,transition_probability_weighted,SNVOR,0,NaN,NaN,NaN,NaN,NaN,NaN,68,insufficient_targets
medium_hidden_failure,transition_probability_weighted,CRI_recomputed,0,NaN,NaN,NaN,NaN,NaN,NaN,69,insufficient_targets
medium_hidden_failure,transition_probability_weighted,CRI_basic,0,NaN,NaN,NaN,NaN,NaN,NaN,70,insufficient_targets
high_hidden_failure,severity_only,SLLR,7,0.869577958403714,0.86730525506492,0,0,1,0.333333333333333,10,severity_only_not_paper_risk
high_hidden_failure,severity_only,SLFOR,7,0.43593117341801,0.397319681537133,0,1,0,0.333333333333333,5,severity_only_not_paper_risk
high_hidden_failure,severity_only,SNVOR,7,0.633271299064586,0.655122600472349,0,0,0,0,35,severity_only_not_paper_risk
high_hidden_failure,severity_only,CRI_recomputed,7,0.812570208153643,0.791801957174815,0,0,0,0,43,severity_only_not_paper_risk
high_hidden_failure,severity_only,CRI_basic,7,0.812570208153644,0.791801957174817,0,0,0,0,44,severity_only_not_paper_risk
high_hidden_failure,initial_probability_weighted_actual,SLLR,7,0.999925901946209,0.999923706178077,1,0,0,0.333333333333333,17,wrong_trend
high_hidden_failure,initial_probability_weighted_actual,SLFOR,7,0.999732631993436,0.999698491985352,0,1,0,0.333333333333333,12,wrong_trend
high_hidden_failure,initial_probability_weighted_actual,SNVOR,7,0.999838625296237,0.999841300909706,0,0,0,0,49,wrong_trend
high_hidden_failure,initial_probability_weighted_actual,CRI_recomputed,7,0.999901093528595,0.999893849901868,0,0,0,0,56,wrong_trend
high_hidden_failure,initial_probability_weighted_actual,CRI_basic,7,0.999901093528595,0.999893849901868,0,0,0,0,57,wrong_trend
high_hidden_failure,initial_probability_weighted_display,SLLR,7,0.260323550778069,0.238233611682729,1,0,0,0.333333333333333,3,wrong_trend
high_hidden_failure,initial_probability_weighted_display,SLFOR,7,1.67188428409315,2.01298088384088,0,1,0,0.333333333333333,19,wrong_trend
high_hidden_failure,initial_probability_weighted_display,SNVOR,7,0.693870874394623,0.585398020905947,0,0,0,0,31,wrong_trend
high_hidden_failure,initial_probability_weighted_display,CRI_recomputed,7,0.180998379485687,0.105907208490569,0,0,0,0,21,wrong_trend
high_hidden_failure,initial_probability_weighted_display,CRI_basic,7,0.180998379485685,0.105907208490565,0,0,0,0,20,wrong_trend
high_hidden_failure,transition_probability_weighted,SLLR,0,NaN,NaN,NaN,NaN,NaN,NaN,71,insufficient_targets
high_hidden_failure,transition_probability_weighted,SLFOR,0,NaN,NaN,NaN,NaN,NaN,NaN,72,insufficient_targets
high_hidden_failure,transition_probability_weighted,SNVOR,0,NaN,NaN,NaN,NaN,NaN,NaN,73,insufficient_targets
high_hidden_failure,transition_probability_weighted,CRI_recomputed,0,NaN,NaN,NaN,NaN,NaN,NaN,74,insufficient_targets
high_hidden_failure,transition_probability_weighted,CRI_basic,0,NaN,NaN,NaN,NaN,NaN,NaN,75,insufficient_targets
