parameter_set_id,scenario_id,initial_branch,trial_id,stage_id,candidate_branch,line_loading_pu,recorded_P1,recomputed_P1,diff_P1,recorded_P2,recomputed_P2,diff_P2,recorded_P3,recomputed_P3,diff_P3,recorded_P_L,recomputed_PL_simple_sum,recomputed_PL_clipped,recomputed_PL_independent_union,recorded_candidate_probability,diff_recorded_PL_vs_candidate_probability,diff_PL_simple_sum,diff_PL_independent_union,PL_formula_match_status,candidate_probability_match_status,issue_type,note
high_hidden_failure,wind_speed_11_28,1,1,1,2,0.107141961901021,0.00057619455,0.00057619455,0,0.005975,0.005975,0,1e-05,1e-05,0,0.00656119455,0.00656119455,0.00656119455,0.00655768631004583,0.00656119455,0,0,3.50823995417041e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,3,1.08619497297673,0.990025,0.990025,0,0.0263439495515635,0.0263439495515635,0,1e-05,1e-05,0,1,1.01637894955156,1,0.990287878018968,1,0,-0.0163789495515636,0.00971212198103211,match,match,PL_union_diff_large,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,4,0.297907850556406,0.000440561125,0.000440561125,0,0.005975,0.005975,0,1e-05,1e-05,0,0.006425561125,0.006425561125,0.006425561125,0.00642286464299024,0.006425561125,0,0,2.69648200975497e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,5,0.452325695805974,0.000472241925,0.000472241925,0,0.005975,0.005975,0,1e-05,1e-05,0,0.006457241925,0.006457241925,0.006457241925,0.00645435583529519,0.006457241925,0,0,2.88608970481097e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,6,0.389241741294285,0.0005425337,0.0005425337,0,0.005975,0.005975,0,1e-05,1e-05,0,0.0065275337,0.0065275337,0.0065275337,0.00652422691822185,0.0065275337,0,0,3.30678177814635e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,7,0.0835954425896956,0.00042967085,0.00042967085,0,0.005975,0.005975,0,1e-05,1e-05,0,0.00641467085,0.00641467085,0.00641467085,0.00641203954563552,0.00641467085,0,0,2.63130436448274e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,8,0.140699001894697,3.366085e-05,3.366085e-05,0,0.005975,0.005975,0,1e-05,1e-05,0,0.00601866085,0.00601866085,0.00601866085,0.00601839964182382,0.00601866085,0,8.67361737988404e-19,2.61208176176482e-07,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,9,0.510138843600603,0.0006098554,0.0006098554,0,0.005975,0.005975,0,1e-05,1e-05,0,0.0065948554,0.0065948554,0.0065948554,0.0065911457018698,0.0065948554,0,0,3.70969813019532e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,10,0.51923566205108,0.00057619455,0.00057619455,0,0.005975,0.005975,0,1e-05,1e-05,0,0.00656119455,0.00656119455,0.00656119455,0.00655768631004583,0.00656119455,0,0,3.50823995417041e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,11,0.603663072264828,0.000559364125,0.000559364125,0,0.005975,0.005975,0,1e-05,1e-05,0,0.006544364125,0.006544364125,0.006544364125,0.00654095661413379,0.006544364125,0,8.67361737988404e-19,3.40751086621432e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,12,0.713351540277933,0.000260376575,0.000260376575,0,0.005975,0.005975,0,1e-05,1e-05,0,0.006245376575,0.006245376575,0.006245376575,0.00624375848675607,0.006245376575,0,0,1.61808824393223e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,13,0.747792567683895,0.00049699255,0.00049699255,0,0.005975,0.005975,0,1e-05,1e-05,0,0.00648199255,0.00648199255,0.00648199255,0.00647895832928347,0.00648199255,0,0,3.03422071653171e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,14,0.543939820516747,0.000373239425,0.000373239425,0,0.005975,0.005975,0,1e-05,1e-05,0,0.006358239425,0.006358239425,0.006358239425,0.0063559458593424,0.006358239425,0,8.67361737988404e-19,2.29356565759585e-06,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
high_hidden_failure,wind_speed_11_28,1,1,1,15,0.435971214745289,2.2770575e-05,2.2770575e-05,0,0.005975,0.005975,0,1e-05,1e-05,0,0.006007770575,0.006007770575,0.006007770575,0.0060075745444691,0.006007770575,0,0,1.96030530903377e-07,match,match,no_issue,"Offline recompute from existing component trace; independent union is diagnostic proxy only, not a formula change."
