parameter_set_id,initial_branch,trial_id,delta_basic_LLR,delta_basic_LFOR,delta_basic_NVOR,delta_basic_CRI,delta_total_load_shed_frac,delta_max_line_loading_pu,delta_max_voltage_deviation_pu,delta_overloaded_branch_count,delta_voltage_violation_bus_count,severity_driver,note
high_hidden_failure,1,1,0,-0.00787901793380297,0.015868846350443,0.00159796568332804,0,0.00490859670424992,0.0031737692700887,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,2,0,0,0,0,0,0.00577822782184989,0.009929680238619,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,3,0,0.0685242935253196,0.0402197481918698,0.0217488083434403,0,0.01964072336865,0.002872839156562,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,4,0,0.0109675500420319,0,0.00219351000840601,0,0.00495537770254018,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,5,0,0,0,0,0,0.0145571177008701,0.0065114739161436,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,6,0.043111062432946,-1.15490657203889,-2.84033606950063,-0.773181890848133,0.043111062432946,-0.0484424245824999,-0.151033047325734,NaN,NaN,load_shed_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,7,-0.492161305228621,5.77165452457875,0.92682338253775,1.04439879828613,-0.216146032365295,0.62517511246246,0.160729933731077,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,8,-0.110438854982948,-6.53605020519688,-1.68038749308605,-1.70955085264635,-0.110438854982948,-0.66534008652773,-0.151824277598939,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,9,0.602795867756702,-1.10405042674458,-1.61605096791188,-0.18234275827727,0.091046467750626,-0.22478228290479,-0.0942988632147373,NaN,NaN,load_shed_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,10,-0.689776998927126,-0.442569111341688,-0.800025201339314,-0.662385061892476,-0.4137617260638,-0.0420308988239,0.0080425552094389,NaN,NaN,voltage_violation_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,11,-0.279314959635318,6.77165452457875,1.92682338253775,1.57210660564211,-0.279314959635318,0.62517511246246,0.160729933731077,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,12,-0.279314959635318,6.77165452457875,1.92682338253775,1.57210660564211,-0.279314959635318,0.62517511246246,0.160729933731077,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,13,0.279314959635318,-6.75859305126834,-1.92360456873104,-1.56885054821868,0.279314959635318,-0.60875207000296,-0.153896578434262,NaN,NaN,load_shed_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,14,-0.390708528467932,0.491964257075626,0.687535600827606,0.00147485449988699,-0.390708528467932,-0.0420308988239,0.0305508319161748,NaN,NaN,voltage_violation_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,15,0.286538870492451,-3.09761076375245,-0.7350658943624,-0.5946120093275,0.0105235976291249,-0.46276092971512,-0.135042710997398,NaN,NaN,load_shed_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,16,0.492161305228621,-5.75859305126834,-0.92360456873104,-1.0411427408627,0.216146032365295,-0.60893387810755,-0.127591660793513,NaN,NaN,load_shed_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,17,0.587063475439822,0.958224950589339,1,0.743883075381761,0.310338602833602,0.31672137293712,0.0785824270821038,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,18,-0.689776998927126,-0.442569111341688,-0.800025201339314,-0.662385061892476,-0.4137617260638,-0.0420308988239,0.0080425552094389,NaN,NaN,voltage_violation_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,19,-0.197615693698505,-6.20658166826428,-1.72508069993886,-1.70490188985973,-0.197615693698505,-0.66534008652773,-0.152655683114667,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,20,-0.689776998927126,-0.442569111341688,-0.800025201339314,-0.662385061892476,-0.4137617260638,-0.0420308988239,0.0080425552094389,NaN,NaN,voltage_violation_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,21,-0.128303524174839,-5.53585374495994,-1.01715537356601,-1.3875839382101,-0.128303524174839,-0.72691502643713,-0.113017263729557,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,22,-0.279314959635318,6.77165452457875,1.92682338253775,1.57210660564211,-0.279314959635318,0.62517511246246,0.160729933731077,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,23,0.492161305228621,-5.75859305126834,-0.92360456873104,-1.0411427408627,0.139153676791547,-0.66534008652773,-0.178127342359502,NaN,NaN,load_shed_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,24,-0.492161305228621,5.77165452457875,0.92682338253775,1.04439879828613,-0.215286789900595,0.67211460799061,0.162122206442946,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,25,0.087626614307437,6.090228530689,0.861826990594557,1.44298707284117,0.087626614307437,0.81399179640717,0.0436351897613978,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,26,-0.415602879970836,5.27744952978874,2.06641461167926,1.2194111003111,-0.13958760710751,0.70403748296362,0.223582146450573,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,27,0.67156628393903,1,1,0.802939770363418,0.196864538080627,0.00490859670424992,0.0561130801106728,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,28,0.19554845280714,0.603020773603427,0.738963118937404,0.385725850192451,0.19554845280714,-0.0143021759792299,0.105566159848201,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,29,-0.689776998927126,0.5003566297057,0.64852493582303,-0.18408988625053,-0.016832447799329,0.30368287768588,0.108208340547803,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,1,30,0.173125628574581,-0.401545783665581,0.300486779923161,0.083663576396264,0.173125628574581,0.000791761316560002,0.0453853728711734,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,1,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,2,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,3,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,4,0.119325640406573,-1.7863043659639,1.27961788471713,-0.029741912005409,0.119325640406573,-0.87468304216245,0.112007873243852,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,5,0.310995917962723,6.77165452457875,1.92682338253775,1.92629313220094,0.310995917962723,0.81980853085389,0.192682338253775,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,6,0.492161305228621,-5.75859305126834,-0.92360456873104,-1.0411427408627,0.185477668713814,-0.59647923398137,-0.147380488653763,NaN,NaN,load_shed_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,7,0.507838694771379,6.77165452457875,1.92682338253775,2.04439879828613,0.507838694771379,1.03991679704813,0.192682338253775,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,8,0.605692467338105,7.58899585927482,2.89135583626013,2.45948581950986,0.605692467338105,1.02116206166052,0.240946319688345,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,9,-0.301240920145246,-4.67711786237752,-0.117137915339401,-1.13959570763053,-0.301240920145246,-1.2142456552797,-0.0234275830678803,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,10,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,11,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,12,-0.492161305228621,5.77165452457875,0.92682338253775,1.04439879828613,-0.139153676791547,0.81980853085389,0.182395018164996,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,13,1,1,1,1,0.723984727136674,0.429298802286539,0.038463878438842,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,14,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,15,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,16,-0.100469762065035,-6.52057609430271,-1.44340877093676,-1.65307883028691,-0.100469762065035,-0.7274963360727,-0.14870629343726,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,17,-0.507838694771379,-6.75859305126834,-1.92360456873104,-2.0411427408627,-0.507838694771379,-1.01047948272365,-0.192360456873104,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,18,1,1,1,1,0.723984727136674,0.429298802286539,0.038463878438842,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,19,1,1,1,1,0.723984727136674,0.554076081579449,0.0486841662341547,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,20,0.492161305228621,-5.75859305126834,-0.92360456873104,-1.0411427408627,0.200811850539555,-0.66802421801832,-0.148855816546142,NaN,NaN,load_shed_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,21,-0.100469762065035,-6.27066303179268,-0.40504332148259,-1.39542312789407,-0.100469762065035,-0.7215482833005,-0.065813686269066,NaN,NaN,no_severity_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,22,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,23,0,0,0,0,0,0.027571389565844,0,NaN,NaN,line_overload_increase,paired severity delta from component diagnostic rerun
high_hidden_failure,2,24,-0.135250382541096,3.94770108020207,1.01306982201079,0.911003950917915,-0.135250382541096,0.56768893479771,0.0695020065921103,NaN,NaN,mixed_severity_increase,paired severity delta from component diagnostic rerun
