initial_branch,trial_id,stage_id,new_outaged_branches,all_outaged_branches,island_count,disconnected_load_mw,new_slack_bus,converged,load_shed_mw,num_overloaded_lines,max_line_loading_pu,num_voltage_violations,max_voltage_deviation_pu,num_candidate_lines,num_selected_trips
1,1,1,"3","1",1,0,31,1,0,1,1.0858891440375,0,0,45,1
1,1,2,"40,42","1,3",1,0,31,1,0,2,1.29520977327417,0,0,44,2
1,1,3,"","1,3,40,42",3,852.5,31,1,852.5,1,1.08659030965204,0,0,35,0
1,2,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,3,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,4,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,5,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,6,1,"3","1",1,0,31,1,0,1,1.0858891440375,0,0,45,1
1,6,2,"40,42","1,3",1,0,31,1,0,2,1.29520977327417,0,0,44,2
1,6,3,"14","1,3,40,42",3,852.5,31,1,852.5,1,1.08659030965204,0,0,35,1
1,6,4,"17","1,3,14,40,42",10,9.2,39,1,1400.953,2,1.05480817966098,2,0.0102448811926186,34,1
1,6,5,"","1,3,14,17,40,42",11,1081.44,32,1,2482.393,6,2.02020482395219,10,0.0379667220110677,32,0
1,7,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,8,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,9,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,10,1,"3","1",1,0,31,1,0,1,1.0858891440375,0,0,45,1
1,10,2,"40,42","1,3",1,0,31,1,0,2,1.29520977327417,0,0,44,2
1,10,3,"","1,3,40,42",3,852.5,31,1,852.5,1,1.08659030965204,0,0,35,0
1,11,1,"3","1",1,0,31,1,0,1,1.0858891440375,0,0,45,1
1,11,2,"30,40,42","1,3",1,0,31,1,0,2,1.29520977327417,0,0,44,3
1,11,3,"6,14","1,3,30,40,42",3,852.5,31,1,852.5,2,1.10963763283996,4,0.0330265823090014,34,2
1,11,4,"","1,3,6,14,30,40,42",11,489.2,39,1,1341.7,0,0.96802799052818,4,0.0163594852817776,31,0
1,12,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,13,1,"","1",1,0,31,1,0,1,1.0858891440375,0,0,45,0
1,14,1,"3","1",1,0,31,1,0,1,1.0858891440375,0,0,45,1
1,14,2,"40,42","1,3",1,0,31,1,0,2,1.29520977327417,0,0,44,2
1,14,3,"","1,3,40,42",3,852.5,31,1,852.5,1,1.08659030965204,0,0,35,0
1,15,1,"3","1",1,0,31,1,0,1,1.0858891440375,0,0,45,1
