initial_branch,trial_id,stage_id,branch_index,from_bus,to_bus,PF,PT,active_flow_mw,active_limit_mw,P_li_pu,P_li_max_pu,line_overlimit_component,line_severity_component,severity_valid,replay_source
35,1,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,2,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,4,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,5,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,6,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,7,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,11,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,12,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,15,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,16,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,17,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,19,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
35,20,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
38,14,3,3,2,3,1376.84715918442,-1342.16251207488,1376.84715918442,500,2.75369431836885,1,1.75369431836885,277.946332729215,1,replayed_after_load_shedding
10,2,2,23,13,14,1557.0093419364,-1530.3971734674,1557.0093419364,600,2.59501556989401,1,1.59501556989401,228.624067438388,1,replayed_pf_result
10,3,2,23,13,14,1557.0093419364,-1530.3971734674,1557.0093419364,600,2.59501556989401,1,1.59501556989401,228.624067438388,1,replayed_pf_result
10,6,2,23,13,14,1557.0093419364,-1530.3971734674,1557.0093419364,600,2.59501556989401,1,1.59501556989401,228.624067438388,1,replayed_pf_result
