initial_branch,sigma,sample_count,initial_branch_weight,SLLR,SLFOR,SNVOR,CRI
39,0.95,20,0.0217391304347826,0.777749415195796,1.86295279862812,0.196075308203554,0.878455270483812
35,0.95,20,0.0217391304347826,0.759037123674697,1.86327188346257,0.227589916849193,0.873594634267171
37,0.95,20,0.0217391304347826,0.789446814396017,1.47557669873442,0.158607241200439,0.800504876624582
38,0.95,20,0.0217391304347826,0.678559710787739,1.52757875964039,0.111880587453851,0.735027695891492
46,0.95,20,0.0217391304347826,0.731256845367056,0.82461183122246,0.13351502621011,0.630379478706748
33,0.95,20,0.0217391304347826,0.616034028169735,1.00138654994912,0.239586075705597,0.617814942032784
34,0.95,20,0.0217391304347826,0.598466957563121,1.11438331869618,0.158607241200439,0.613678286517196
10,0.95,20,0.0217391304347826,0.386757442562873,1.65296736730628,0.244456059502701,0.61153915089952
42,0.95,20,0.0217391304347826,0.617207873711072,1.09378529694895,0.0788371128105378,0.604849206178541
8,0.95,20,0.0217391304347826,0.666225658474345,0.6978442303629,0.0748881874725589,0.554281878651699
20,0.95,20,0.0217391304347826,0.502734325408563,0.79928798360012,0.127714638019611,0.487041119569084
14,0.95,20,0.0217391304347826,0.396914248436658,1.02020482395219,0.0788371128105378,0.45795693641454
1,0.95,20,0.0217391304347826,0.396914248436658,1.02020482395219,0.0379667220110677,0.449782858254646
11,0.95,20,0.0217391304347826,0.567053418246531,0.32676627628133,0.154793512908784,0.436544008785941
23,0.95,20,0.0217391304347826,0.440283616048658,0.6978442303629,0.104722545420166,0.424683524785808
28,0.95,20,0.0217391304347826,0.359398199298715,0.70582291466757,0.212404606639498,0.399284423840643
27,0.95,20,0.0217391304347826,0.348942155948854,0.41812668571677,0.11367298263738,0.315725227240142
41,0.95,20,0.0217391304347826,0.232174064593083,0.63454289543924,0.0259074444772941,0.271394506739157
13,0.95,20,0.0217391304347826,0.202267905081841,0.36413724063967,0.199992902465965,0.234186771670232
19,0.95,20,0.0217391304347826,0.00136387692809506,0.36413724063967,0.0250972371758698,0.078665221719965
32,0.95,20,0.0217391304347826,0.10872641396303,0.0321783976923999,0,0.071671527916298
18,0.95,20,0.0217391304347826,0,0.06663530146423,0,0.013327060292846
2,0.95,20,0.0217391304347826,0,0,0,0
3,0.95,20,0.0217391304347826,0,0,0,0
4,0.95,20,0.0217391304347826,0,0,0,0
5,0.95,20,0.0217391304347826,0,0,0,0
6,0.95,20,0.0217391304347826,0,0,0,0
7,0.95,20,0.0217391304347826,0,0,0,0
9,0.95,20,0.0217391304347826,0,0,0,0
12,0.95,20,0.0217391304347826,0,0,0,0
15,0.95,20,0.0217391304347826,0,0,0,0
16,0.95,20,0.0217391304347826,0,0,0,0
17,0.95,20,0.0217391304347826,0,0,0,0
21,0.95,20,0.0217391304347826,0,0,0,0
22,0.95,20,0.0217391304347826,0,0,0,0
24,0.95,20,0.0217391304347826,0,0,0,0
25,0.95,20,0.0217391304347826,0,0,0,0
26,0.95,20,0.0217391304347826,0,0,0,0
29,0.95,20,0.0217391304347826,0,0,0,0
30,0.95,20,0.0217391304347826,0,0,0,0
31,0.95,20,0.0217391304347826,0,0,0,0
36,0.95,20,0.0217391304347826,0,0,0,0
40,0.95,20,0.0217391304347826,0,0,0,0
43,0.95,20,0.0217391304347826,0,0,0,0
44,0.95,20,0.0217391304347826,0,0,0,0
45,0.95,20,0.0217391304347826,0,0,0,0
