initial_branch,trial_id,stage_id,pf_converged,severity_valid,invalid_reason,replay_source,stage_load_shed_mw,base_load_mw,stage_cumulative_probability,max_P_li_pu_if_available,min_voltage_pu_if_available,max_voltage_pu_if_available
8,4,4,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,1.06794539232834e-07,1.48248835655402,0.697890367297518,1.0576827
8,7,4,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,1.1506218676149e-07,0.987858610583729,0.0561752988227054,1.0576827
14,15,3,0,0,nonconverged_power_flow,invalid_nonconverged,1882.709,6254.23,2.24724148555836e-06,14.3482821530614,0.00161688697284146,1.53244546895611
19,4,5,0,0,nonconverged_power_flow,invalid_nonconverged,4085.49665,6254.23,3.59597168606032e-07,4.68196591198034,0.00318542399916633,2.00338607960763
20,12,4,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,4.80210385470624e-06,7.56996558870845,0.0823444280995192,1.0525613
20,19,4,0,0,nonconverged_power_flow,invalid_nonconverged,3144.2161,6254.23,1.40503486398022e-06,144.736108556238,0.00609211780060032,4.70727856887993
23,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,4166.7285,6254.23,2.41804535073478e-06,0.987858610583729,0.0561752988227054,1.0576827
23,18,5,0,0,nonconverged_power_flow,invalid_nonconverged,2753.635,6254.23,1.3385620851357e-06,2.62266287649359,0.0211670887930744,1.0501068
27,18,5,0,0,nonconverged_power_flow,invalid_nonconverged,4609.174945,6254.23,6.38001187400938e-09,3.25902691621837,0.200031733758569,1.0576827
33,18,4,0,0,nonconverged_power_flow,invalid_nonconverged,3325.129,6254.23,2.0704690746082e-07,4.20029145010221,0.022304945805918,1.3256259301845
35,4,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.18375488990327e-05,127.303783918041,0.0212657013716658,9.3744519053498
35,5,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.8420653714081e-05,127.303783918041,0.0212657013716658,9.3744519053498
35,11,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.21774456736396e-06,127.303783918041,0.0212657013716658,9.3744519053498
35,14,3,0,0,nonconverged_power_flow,invalid_nonconverged,2718.07255,6254.23,5.41900276746821e-07,4.83876783702675,0.0300554152671624,1.59119632807485
35,15,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,2.18375488990327e-05,127.303783918041,0.0212657013716658,9.3744519053498
35,16,4,0,0,nonconverged_power_flow,invalid_nonconverged,4243.8685,6254.23,1.1533186555364e-06,3.69263136598951,0.0235646012901801,1.0636
35,19,4,0,0,nonconverged_power_flow,invalid_nonconverged,4243.8685,6254.23,2.29925950560041e-06,3.69263136598951,0.0235646012901801,1.0636
35,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,4029.7385,6254.23,1.72133763955791e-07,7.19087137341595,0.0132680768680579,1.0636
37,2,5,0,0,nonconverged_power_flow,invalid_nonconverged,4864.223725,6254.23,1.13519632165478e-08,4.16713136615243,0.000216200498206948,1.15438652549619
37,4,5,0,0,nonconverged_power_flow,invalid_nonconverged,4937.38195,6254.23,4.67501194853801e-06,7.37194002073454,0.0231146943621949,1.93271271663963
37,10,5,0,0,nonconverged_power_flow,invalid_nonconverged,4937.38195,6254.23,6.06648500184384e-06,7.37194002073454,0.0231146943621949,1.93271271663963
37,14,5,0,0,nonconverged_power_flow,invalid_nonconverged,4864.223725,6254.23,6.8176600097078e-06,92.9122359430062,0.00885974504982903,3.58464638236575
38,6,5,0,0,nonconverged_power_flow,invalid_nonconverged,3886.879,6254.23,2.85395636396861e-06,2.68321381285475,0.031612421781237,1.0636
38,14,4,0,0,nonconverged_power_flow,invalid_nonconverged,4243.8685,6254.23,3.42490833869381e-07,3.69263136598951,0.0235646012901801,1.0636
38,17,4,0,0,nonconverged_power_flow,invalid_nonconverged,4263.8955,6254.23,1.52400980295046e-07,6.54491081310917,0.0136972702617679,1.49091404977205
39,8,4,0,0,nonconverged_power_flow,invalid_nonconverged,3517.279,6254.23,3.15505099667698e-07,20.917357091828,0.00290434852137278,1.73481294796423
42,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,4432.0635,6254.23,6.3428818357091e-07,67.8554608786752,0.0922557060663104,3.25516019106371
46,2,4,0,0,nonconverged_power_flow,invalid_nonconverged,3420.21,6254.23,4.53712143523769e-07,2.28889101835299,0.045006964932666,1.0576827
46,11,5,0,0,nonconverged_power_flow,invalid_nonconverged,3050.26,6254.23,2.07818464228433e-12,2.45494151443671,0.0037315149964261,1.66615506364004
46,13,4,0,0,nonconverged_power_flow,invalid_nonconverged,2885.179,6254.23,4.33756763625071e-06,155.136732240262,0.0189451147461073,5.27838024860806
46,20,4,0,0,nonconverged_power_flow,invalid_nonconverged,4350.12885,6254.23,1.56504750646749e-06,5.02055872397944,0.0183819056153943,1.07167791341888
