initial_branch,trial_id,paper_LLR,paper_LFOR,paper_NVOR,paper_CRI,paper_valid_stage_count,paper_invalid_stage_count,paper_lfor_nvor_complete
1,1,0.000880391162575191,0.00692167708072389,0,0.00191257011368989,3,0,1
1,2,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,3,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,4,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,5,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,6,0.00116687470342151,0.00692905571573134,1.36044957867524e-05,0.00208865686435652,5,0,1
1,7,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,8,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,9,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,10,0.000880391162575191,0.00692167708072389,0,0.00191257011368989,3,0,1
1,11,5.52185041622844e-06,0.00126214197644782,1.0224631526626e-06,0.000255945998169833,4,0,1
1,12,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,13,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,14,0.000880391162575191,0.00692167708072389,0,0.00191257011368989,3,0,1
1,15,0.000880391162575191,0.00692167708072389,0,0.00191257011368989,3,0,1
1,16,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,17,0,0.00110714447710964,0,0.000221428895421928,1,0,1
1,18,0.00116687470342151,0.00692905571573134,1.36044957867524e-05,0.00208865686435652,5,0,1
1,19,5.17975977053273e-05,0.00139445659588793,0,0.000309969877800782,3,0,1
1,20,0,0.00110714447710964,0,0.000221428895421928,1,0,1
2,1,0,0,0,0,1,0,1
2,2,0,0,0,0,1,0,1
2,3,0,0,0,0,1,0,1
2,4,0,0,0,0,1,0,1
2,5,0,0,0,0,1,0,1
2,6,0,0,0,0,1,0,1
2,7,0,0,0,0,1,0,1
2,8,0,0,0,0,1,0,1
2,9,0,0,0,0,1,0,1
2,10,0,0,0,0,1,0,1
2,11,0,0,0,0,1,0,1
2,12,0,0,0,0,1,0,1
2,13,0,0,0,0,1,0,1
2,14,0,0,0,0,1,0,1
2,15,5.04250176205626e-05,0.000226881342402146,8.14948371580542e-07,7.57942687270829e-05,4,0,1
2,16,0,0,0,0,1,0,1
2,17,0,0,0,0,1,0,1
2,18,0,0,0,0,1,0,1
2,19,0,0,0,0,1,0,1
2,20,0,0,0,0,1,0,1
3,1,0,0,0,0,1,0,1
3,2,0,0,0,0,1,0,1
3,3,0,0,0,0,1,0,1
3,4,0,0,0,0,1,0,1
3,5,0,0,0,0,1,0,1
3,6,0,0,0,0,1,0,1
3,7,0,0,0,0,1,0,1
3,8,0,0,0,0,1,0,1
3,9,0,0,0,0,1,0,1
3,10,0,0,0,0,1,0,1
3,11,0,0,0,0,1,0,1
3,12,0,0,0,0,1,0,1
3,13,0,0,0,0,1,0,1
3,14,0,0,0,0,1,0,1
3,15,0,0,0,0,1,0,1
3,16,0,0,0,0,1,0,1
3,17,0,0,0,0,1,0,1
3,18,0,0,0,0,1,0,1
3,19,0,0,0,0,1,0,1
3,20,0,0,0,0,1,0,1
4,1,0,0,0,0,1,0,1
4,2,0,0,0,0,1,0,1
