initial_branch,trial_id,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI,chain_LLR,chain_LFOR,chain_NVOR,chain_CRI,initial_branch_weight,num_trials_for_initial_branch,sample_weight,sample_weight_source
1,1,0.571347879754982,2.33756978569022,0.123181960023223,0.571347879754982,1.33756978569022,0.123181960023223,0.634959076995678,0.571347879754982,1.33756978569022,0.123181960023223,0.634959076995678,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,2,0.397849615380311,2.16155700590172,0.0861673140960593,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,3,0.606270955817103,1.76180608613709,0.179654386632445,0.606270955817103,0.76180608613709,0.179654386632445,0.552054668044169,0.606270955817103,0.76180608613709,0.179654386632445,0.552054668044169,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,4,0.396914248436658,2.08308236575545,0.0440399588344047,0.396914248436658,1.08308236575545,0.0440399588344047,0.463573013979966,0.396914248436658,1.08308236575545,0.0440399588344047,0.463573013979966,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,5,0.551670573355953,1.39297454377971,0.0247607979360519,0.551670573355953,0.39297454377971,0.0247607979360519,0.414549412356724,0.551670573355953,0.39297454377971,0.0247607979360519,0.414549412356724,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,6,0.396914248436658,2.14505432874619,0.0698187271630787,0.396914248436658,1.14505432874619,0.0698187271630787,0.481123160243849,0.396914248436658,1.14505432874619,0.0698187271630787,0.481123160243849,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,7,0.397849615380311,2.16155700590172,0.0861673140960593,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,8,0.397849615380311,2.16155700590172,0.0861673140960593,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,9,0.396914248436658,2.08308236575545,0.0440399588344047,0.396914248436658,1.08308236575545,0.0440399588344047,0.463573013979966,0.396914248436658,1.08308236575545,0.0440399588344047,0.463573013979966,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,10,0.397849615380311,2.16155700590172,0.0861673140960593,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,11,0.397849615380311,2.16155700590172,0.0861673140960593,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.397849615380311,1.16155700590172,0.0861673140960593,0.488254633227742,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,12,0.570552817852877,2.35596307547089,0.12167002339885,0.570552817852877,1.35596307547089,0.12167002339885,0.637858310485674,0.570552817852877,1.35596307547089,0.12167002339885,0.637858310485674,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,13,0.571347879754982,2.33756978569022,0.123181960023223,0.571347879754982,1.33756978569022,0.123181960023223,0.634959076995678,0.571347879754982,1.33756978569022,0.123181960023223,0.634959076995678,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,14,0.397849615380311,2.24527494303293,0.118700953730378,0.397849615380311,1.24527494303293,0.118700953730378,0.511504948580848,0.397849615380311,1.24527494303293,0.118700953730378,0.511504948580848,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,15,0.320530744791925,1.39297454377971,0.0351643048344535,0.320530744791925,0.39297454377971,0.0351643048344535,0.277946216597988,0.320530744791925,0.39297454377971,0.0351643048344535,0.277946216597988,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,16,0.396445125938765,1.39297454377971,0.0491573303489402,0.396445125938765,0.39297454377971,0.0491573303489402,0.326293450388989,0.396445125938765,0.39297454377971,0.0491573303489402,0.326293450388989,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,17,0.434878873978092,1.39297454377971,0.0313218297702765,0.434878873978092,0.39297454377971,0.0313218297702765,0.345786599096852,0.434878873978092,0.39297454377971,0.0313218297702765,0.345786599096852,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,18,0.396914248436658,2.14505432874619,0.0698187271630787,0.396914248436658,1.14505432874619,0.0698187271630787,0.481123160243849,0.396914248436658,1.14505432874619,0.0698187271630787,0.481123160243849,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,19,0.396914248436658,2.08308236575545,0.0440399588344047,0.396914248436658,1.08308236575545,0.0440399588344047,0.463573013979966,0.396914248436658,1.08308236575545,0.0440399588344047,0.463573013979966,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
1,20,0.723984727136674,1.49542504120441,0.0668000032212216,0.723984727136674,0.49542504120441,0.0668000032212216,0.546835845167131,0.723984727136674,0.49542504120441,0.0668000032212216,0.546835845167131,0.0229583813816962,20,0.00114791906908481,paper_table_4_1_initial_fault_weight
2,1,0,1.04843962431702,0,0,0.04843962431702,0,0.009687924863404,0,0.04843962431702,0,0.009687924863404,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
2,2,0,1.04843962431702,0,0,0.04843962431702,0,0.009687924863404,0,0.04843962431702,0,0.009687924863404,0.0305063423838977,20,0.00152531711919488,paper_table_4_1_initial_fault_weight
