initial_branch,trial_id,paper_LLR,paper_LFOR,paper_NVOR,paper_CRI,paper_valid_stage_count,paper_invalid_stage_count,paper_lfor_nvor_complete
1,1,0,0,0,0,1,0,1
1,2,0,0,0,0,1,0,1
1,3,0,0,0,0,1,0,1
1,4,0,0,0,0,1,0,1
1,5,0,0,0,0,1,0,1
2,1,0,0,0,0,1,0,1
2,2,0,0,0,0,1,0,1
2,3,0,0,0,0,1,0,1
2,4,0,0,0,0,1,0,1
2,5,0,0,0,0,1,0,1
3,1,0,0,0,0,1,0,1
3,2,0,0,0,0,1,0,1
3,3,0,0,0,0,1,0,1
3,4,0,0,0,0,1,0,1
3,5,0,0,0,0,1,0,1
4,1,0,0,0,0,1,0,1
4,2,0,0,0,0,1,0,1
4,3,0,0,0,0,1,0,1
4,4,0,0,0,0,1,0,1
4,5,0,0,0,0,1,0,1
5,1,0,0,0,0,1,0,1
5,2,0,0,0,0,1,0,1
5,3,0,0,0,0,1,0,1
5,4,0,0,0,0,1,0,1
5,5,0,0,0,0,1,0,1
6,1,0,0,0,0,1,0,1
6,2,0,0,0,0,1,0,1
6,3,0,0,0,0,1,0,1
6,4,0,0,0,0,1,0,1
6,5,0,0,0,0,1,0,1
7,1,0,0,0,0,1,0,1
7,2,0,0,0,0,1,0,1
7,3,0,0,0,0,1,0,1
7,4,0,0,0,0,1,0,1
7,5,0,0,0,0,1,0,1
8,1,0,0,0,0,1,0,1
8,2,0,0,0,0,1,0,1
8,3,0,0,0,0,1,0,1
8,4,0,0,0,0,1,0,1
8,5,0,0,0,0,1,0,1
9,1,0,0.000829617108788368,0,0.000165923421757674,1,0,1
9,2,2.70791722963701e-05,0.000388525811173087,2.06443082000697e-05,9.80815272524533e-05,3,0,1
9,3,0,0.000829617108788368,0,0.000165923421757674,1,0,1
9,4,1.8699296680904e-05,0.000373897807615579,1.43480296847296e-05,8.88687454686041e-05,3,0,1
9,5,0,0.000829617108788368,0,0.000165923421757674,1,0,1
10,1,0,0,0,0,1,0,1
10,2,0,0,0,0,1,0,1
10,3,0,0,0,0,1,0,1
10,4,1.1013271974252e-05,0.00623459026381366,3.87418764878977e-05,0.00126127439124486,5,0,1
10,5,0,0,0,0,1,0,1
11,1,0,0,0,0,1,0,1
11,2,0,0,0,0,1,0,1
11,3,0,0,0,0,1,0,1
11,4,0.000134360847465066,4.76037169620805e-05,9.53186402894725e-05,0.00010920097992935,3,1,1
11,5,0,0,0,0,1,0,1
12,1,0,0,0,0,1,0,1
12,2,0,0,0,0,1,0,1
12,3,0,0,0,0,1,0,1
12,4,0,0,0,0,1,0,1
12,5,0,0,0,0,1,0,1
13,1,0,0.0012608757270264,0,0.00025217514540528,1,0,1
13,2,1.21180113567937e-05,0.000843291219726075,0,0.000175929050759291,2,0,1
13,3,3.67775332503249e-05,0.000881629949648493,0,0.000198392509879894,3,0,1
13,4,4.22227007560815e-06,0.00029382735972403,0,6.12988339901709e-05,2,0,1
13,5,1.21180113567937e-05,0.000843291219726075,0,0.000175929050759291,2,0,1
14,1,2.14176160830289e-05,0.000712702593742199,0,0.000155391088398257,1,0,1
14,2,4.05747261868112e-05,0.00147258980583746,0,0.000318862796879578,2,0,1
14,3,0.000373077954114603,0.004887525139703,0.000453460272443206,0.001292043854898,4,0,1
14,4,2.14176160830289e-05,0.000712702593742199,0,0.000155391088398257,1,0,1
14,5,2.14176160830289e-05,0.000712702593742199,0,0.000155391088398257,1,0,1
15,1,0,0,0,0,1,0,1
15,2,0,0,0,0,1,0,1
15,3,0,0,0,0,1,0,1
15,4,0,0,0,0,1,0,1
15,5,0,0,0,0,1,0,1
16,1,0,0,0,0,1,0,1
16,2,0,0,0,0,1,0,1
16,3,0,0,0,0,1,0,1
16,4,0,0,0,0,1,0,1
16,5,0,0,0,0,1,0,1
17,1,0,0,0,0,1,0,1
17,2,0,0,0,0,1,0,1
17,3,0,0,0,0,1,0,1
17,4,0,0,0,0,1,0,1
17,5,0,0,0,0,1,0,1
18,1,0,0.000534162881690515,0,0.000106832576338103,2,0,1
18,2,0,0.000479129808308879,0,9.58259616617757e-05,1,0,1
18,3,0,0.000534162881690515,0,0.000106832576338103,2,0,1
18,4,0,0.000534162881690515,0,0.000106832576338103,2,0,1
18,5,0,0.000534162881690515,0,0.000106832576338103,2,0,1
19,1,0,0.00128211288880679,0,0.000256422577761358,1,0,1
19,2,2.21651413055916e-06,0.00342983704101846,4.09915559570296e-05,0.000695495627873434,3,0,1
19,3,1.32641624768419e-05,0.00717851337010617,0.000246690515334929,0.00149299927457432,3,0,1
19,4,0,0.00153684029422471,0,0.000307368058844943,2,0,1
19,5,0,0.00128211288880679,0,0.000256422577761358,1,0,1
20,1,0,0,0,0,1,0,1
20,2,0,0,0,0,1,0,1
20,3,0,0,0,0,1,0,1
20,4,0,0,0,0,1,0,1
20,5,0,0,0,0,1,0,1
21,1,0,0,0,0,1,0,1
21,2,0,0,0,0,1,0,1
21,3,0,0,0,0,1,0,1
21,4,0,0,0,0,1,0,1
21,5,0,0,0,0,1,0,1
22,1,0,0,0,0,1,0,1
22,2,0,0,0,0,1,0,1
22,3,0,0,0,0,1,0,1
22,4,0,0,0,0,1,0,1
22,5,0,0,0,0,1,0,1
23,1,1.59170534816654e-05,0.00292457660120005,0,0.00059446555232901,2,0,1
23,2,4.20979523441509e-05,0.00773501744691361,0,0.00157226226078921,2,0,1
23,3,4.20979523441509e-05,0.00773501744691361,0,0.00157226226078921,2,0,1
23,4,1.59170534816654e-05,0.00292457660120005,0,0.00059446555232901,2,0,1
23,5,4.20979523441509e-05,0.00773501744691361,0,0.00157226226078921,2,0,1
24,1,0,0,0,0,1,0,1
24,2,0,0,0,0,1,0,1
24,3,0,0,0,0,1,0,1
24,4,0,0,0,0,1,0,1
24,5,0,0,0,0,1,0,1
25,1,0,0,0,0,1,0,1
25,2,0,0,0,0,1,0,1
25,3,0,0,0,0,1,0,1
25,4,0,0,0,0,1,0,1
25,5,0,0,0,0,1,0,1
26,1,0,0,0,0,1,0,1
26,2,0,0,0,0,1,0,1
26,3,0,0,0,0,1,0,1
26,4,0,0,0,0,1,0,1
26,5,0,0,0,0,1,0,1
27,1,0.000117743084356738,0,0,7.06458506140428e-05,1,0,1
27,2,0.000117743084356738,0,0,7.06458506140428e-05,1,0,1
27,3,0.000117743084356738,0,0,7.06458506140428e-05,1,0,1
27,4,0.000117743084356738,0,0,7.06458506140428e-05,1,0,1
27,5,0.000117743084356738,0,0,7.06458506140428e-05,1,0,1
28,1,0.00236141750970418,0.00316633259408741,0,0.00205011702463999,2,0,1
28,2,0.00236141750970418,0.00316633259408741,0,0.00205011702463999,2,0,1
28,3,0.00236141750970418,0.00316633259408741,0,0.00205011702463999,2,0,1
28,4,0,0.00103565640016614,0,0.000207131280033229,1,0,1
28,5,0.00236141750970418,0.00316633259408741,0,0.00205011702463999,2,0,1
29,1,0,0,0,0,1,0,1
29,2,0,0,0,0,1,0,1
29,3,0,0,0,0,1,0,1
29,4,0,0,0,0,1,0,1
29,5,0,0,0,0,1,0,1
30,1,0,0,0,0,1,0,1
30,2,0,0,0,0,1,0,1
30,3,0,0,0,0,1,0,1
30,4,0,0,0,0,1,0,1
30,5,0,0,0,0,1,0,1
31,1,0,0,0,0,1,0,1
31,2,0,0,0,0,1,0,1
31,3,0,0,0,0,1,0,1
31,4,0,0,0,0,1,0,1
31,5,0,0,0,0,1,0,1
32,1,0.00364910063674934,0.000970086645935194,0,0.00238347771123664,1,0,1
32,2,0.00364910063674934,0.000970086645935194,0,0.00238347771123664,1,0,1
32,3,0.00364910063674934,0.000970086645935194,0,0.00238347771123664,1,0,1
32,4,0.00376175916734316,0.000503928092391701,0,0.00235784111888424,2,0,1
32,5,0.00364910063674934,0.000970086645935194,0,0.00238347771123664,1,0,1
33,1,0,0,0,0,1,0,1
33,2,0,0,0,0,1,0,1
33,3,0,0,0,0,1,0,1
33,4,0,0,0,0,1,0,1
33,5,0,0,0,0,1,0,1
34,1,0,0,0,0,1,0,1
34,2,0,0,0,0,1,0,1
34,3,0,0,0,0,1,0,1
34,4,0,0,0,0,1,0,1
34,5,0,0,0,0,1,0,1
35,1,1.44048301123647e-05,0.0123964149767502,5.2132599322127e-06,0.00248896854540391,4,0,1
35,2,4.19415348551956e-05,0.00699338000561708,1.3756722885303e-05,0.00142659226661359,4,0,1
35,3,0.000299222784805781,0.0151520459420304,0.000151005558396805,0.00324014397096891,4,0,1
35,4,9.45300633097846e-05,0.00755071760316879,2.28007494989012e-05,0.00157142170851941,4,0,1
35,5,0.000233001771329419,0.0137625709596744,6.71569387376922e-06,0.00289365839350728,4,0,1
36,1,0,0,0,0,1,0,1
36,2,0,0,0,0,1,0,1
36,3,0,0,0,0,1,0,1
36,4,0,0,0,0,2,0,1
36,5,0,0,0,0,1,0,1
37,1,0,0,0,0,1,0,1
37,2,2.28537137976774e-07,6.38726397247982e-05,7.54201979094515e-08,1.29267342673276e-05,4,1,1
37,3,0,0,0,0,1,0,1
37,4,0,0,0,0,1,0,1
37,5,0,0,0,0,1,0,1
38,1,0.000937801932245665,0.00173235676941111,0,0.000909152513229621,2,0,1
38,2,0.0008334389911524,0.0015395720872068,0,0.0008079778121328,2,0,1
38,3,8.32999936584737e-05,0.00178009045418782,6.35391005209717e-07,0.00040612516523369,4,1,1
38,4,0.000937801932245665,0.00173235676941111,0,0.000909152513229621,2,0,1
38,5,0.0008334389911524,0.0015395720872068,0,0.0008079778121328,2,0,1
39,1,0,0,0,0,1,0,1
39,2,0,0,0,0,1,0,1
39,3,0,0,0,0,1,0,1
39,4,0,0,0,0,1,0,1
39,5,0,0,0,0,1,0,1
40,1,0,0,0,0,1,0,1
40,2,0,0,0,0,1,0,1
40,3,0,0,0,0,1,0,1
40,4,0,0,0,0,1,0,1
40,5,0,0,0,0,1,0,1
41,1,0,0,0,0,1,0,1
41,2,0,0,0,0,1,0,1
41,3,0,0,0,0,1,0,1
41,4,0,0,0,0,1,0,1
41,5,0,0,0,0,1,0,1
42,1,0.000529874505228471,0.00198145783213117,0,0.000714216269563316,3,0,1
42,2,0.000957656652680327,0.00035441081522242,0,0.00064547615465268,2,0,1
42,3,0,0.0010627633685769,0,0.00021255267371538,1,0,1
42,4,0.00163976757879278,0.0036184215514106,0,0.00170754485755778,3,0,1
42,5,0,0.0010627633685769,0,0.00021255267371538,1,0,1
43,1,0,0,0,0,1,0,1
43,2,0,0,0,0,1,0,1
43,3,0,0,0,0,1,0,1
43,4,0,0,0,0,1,0,1
43,5,0,0,0,0,1,0,1
44,1,0,0,0,0,1,0,1
44,2,0,0,0,0,1,0,1
44,3,0,0,0,0,1,0,1
44,4,0,0,0,0,1,0,1
44,5,0,0,0,0,1,0,1
45,1,0,0,0,0,1,0,1
45,2,0,0,0,0,1,0,1
45,3,0,0,0,0,1,0,1
45,4,0,0,0,0,1,0,1
45,5,0,0,0,0,1,0,1
46,1,0,0.000510457228096849,0,0.00010209144561937,1,0,1
46,2,8.18182586695621e-05,0.0112507877912592,0,0.00229924851345357,4,0,1
46,3,0,0.000510457228096849,0,0.00010209144561937,1,0,1
46,4,0,0.000510457228096849,0,0.00010209144561937,1,0,1
46,5,3.01544314848877e-08,0.010431144362913,0,0.00208624696524149,4,0,1
