initial_branch,trial_id,chain_depth,terminated_reason,total_load_shed_mw,total_load_shed_frac,max_line_loading_pu,max_voltage_deviation_pu,num_total_outaged_branches,final_converged,basic_LLR,basic_LFOR,basic_NVOR,basic_CRI,chain_transition_probability,chain_probability_status,stage_probability_mode,valid_stage_probability_count,missing_stage_probability_count,initial_line_probability,total_chain_probability_actual,total_chain_probability_display
1,1,4,load_loss_threshold,1940.206,0.310223001072874,1.29526460980635,0.0368211904620486,7,1,0.310223001072874,0.565309906592115,0.184105952310243,0.336016972424196,0.0623335638056375,full_event_available,bernoulli_full_event,4,0,0.000438,2.73021009468692e-05,0.273021009468692
1,2,3,load_loss_threshold,2955.459,0.472553615712886,1.30655854601105,0.0295544878682901,7,0,1,1,1,1,0.00107347187319478,full_event_available,bernoulli_full_event,3,0,0.000438,4.70180680459315e-07,0.00470180680459315
1,3,4,load_loss_threshold,3785.6164,0.605288964428875,1.87175243837105,0.261086773301012,13,1,0.605288964428875,4.85042440750764,3.65521482621416,2.06430122540168,3.25372200316501e-06,full_event_available,bernoulli_full_event,4,0,0.000438,1.42513023738628e-09,1.42513023738628e-05
1,4,3,load_loss_threshold,2582.6,0.412936524560178,1.29574714093687,0,6,1,0.412936524560178,0.0417750494106608,0,0.256116924618239,0.00352583489481654,full_event_available,bernoulli_full_event,3,0,0.000438,1.54431568392964e-06,0.0154431568392964
1,5,5,max_depth_reached,4527.967,0.723984727136674,1.3422041053345,0.0319524045226984,13,0,1,1,1,1,0.0615133668145107,full_event_available,bernoulli_full_event,5,0,0.000438,2.69428546647557e-05,0.269428546647557
1,6,4,load_loss_threshold,2209.8325,0.353334063505819,1.3486156310931,0.196495424819593,6,1,0.353334063505819,1.39446252437238,3.34042222193308,1.15897738736458,0.00535712301355778,full_event_available,bernoulli_full_event,4,0,0.000438,2.34641987993831e-06,0.0234641987993831
1,7,5,max_depth_reached,4527.967,0.723984727136674,1.3422041053345,0.0319524045226984,13,0,1,1,1,1,0.0615133668145107,full_event_available,bernoulli_full_event,5,0,0.000438,2.69428546647557e-05,0.269428546647557
1,8,3,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,6,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.000703100710002525,full_event_available,bernoulli_full_event,3,0,0.000438,3.07958110981106e-07,0.00307958110981106
1,9,4,load_loss_threshold,2484.206,0.397204132243298,1.52601260668615,0.145336164883993,7,1,0.397204132243298,2.10405042674458,2.61605096791188,1.18234275827727,0.00240381190612964,full_event_available,bernoulli_full_event,4,0,0.000438,1.05286961488478e-06,0.0105286961488478
1,10,5,max_depth_reached,4527.967,0.723984727136674,1.3422041053345,0.0319524045226984,13,0,1,1,1,1,0.0615133668145107,full_event_available,bernoulli_full_event,5,0,0.000438,2.69428546647557e-05,0.269428546647557
1,11,5,max_depth_reached,4923.04,0.787153654406697,1.3422041053345,0.0319524045226984,14,1,0.787153654406697,0,0,0.472292192644018,0.0300442326531866,full_event_available,bernoulli_full_event,5,0,0.000438,1.31593739020957e-05,0.131593739020958
1,12,5,max_depth_reached,4923.04,0.787153654406697,1.3422041053345,0.0319524045226984,14,1,0.787153654406697,0,0,0.472292192644018,0.0300442326531866,full_event_available,bernoulli_full_event,5,0,0.000438,1.31593739020957e-05,0.131593739020958
1,13,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,9,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.00544563728801348,full_event_available,bernoulli_full_event,4,0,0.000438,2.38518913214991e-06,0.0238518913214991
1,14,5,max_depth_reached,4923.04,0.787153654406697,1.3422041053345,0.0319524045226984,14,1,0.787153654406697,0,0,0.472292192644018,0.0300442326531866,full_event_available,bernoulli_full_event,5,0,0.000438,1.31593739020957e-05,0.131593739020958
1,15,4,load_loss_threshold,4462.15,0.713461129507549,1.81952215275049,0.17350658943624,10,1,0.713461129507549,4.09761076375245,1.7350658943624,1.5946120093275,1.49976663911192e-05,full_event_available,bernoulli_full_event,4,0,0.000438,6.56897787931022e-09,6.56897787931022e-05
1,16,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,7,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.0810714116445492,full_event_available,bernoulli_full_event,4,0,0.000438,3.55092783003125e-05,0.355092783003125
1,17,3,load_loss_threshold,2582.6,0.412936524560178,1.29574714093687,0,7,1,0.412936524560178,0.0417750494106608,0,0.256116924618239,2.13175013297102e-05,full_event_available,bernoulli_full_event,3,0,0.000438,9.33706558241306e-09,9.33706558241306e-05
1,18,5,max_depth_reached,4527.967,0.723984727136674,1.3422041053345,0.0319524045226984,13,0,1,1,1,1,0.0615133668145107,full_event_available,bernoulli_full_event,5,0,0.000438,2.69428546647557e-05,0.269428546647557
1,19,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,7,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.0810714116445492,full_event_available,bernoulli_full_event,4,0,0.000438,3.55092783003125e-05,0.355092783003125
1,20,5,max_depth_reached,4527.967,0.723984727136674,1.3422041053345,0.0319524045226984,13,0,1,1,1,1,0.0615133668145107,full_event_available,bernoulli_full_event,5,0,0.000438,2.69428546647557e-05,0.269428546647557
1,21,4,load_loss_threshold,3618.83975,0.57862274812407,2.11997667108212,0.113017263729557,13,1,0.57862274812407,5.59988335541061,1.01715537356601,1.67058139466977,0.000865062000393918,full_event_available,bernoulli_full_event,4,0,0.000438,3.78897156172536e-07,0.00378897156172536
1,22,5,max_depth_reached,4923.04,0.787153654406697,1.3422041053345,0.0319524045226984,14,1,0.787153654406697,0,0,0.472292192644018,0.0300442326531866,full_event_available,bernoulli_full_event,5,0,0.000438,1.31593739020957e-05,0.131593739020958
1,23,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,8,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.0469451411073986,full_event_available,bernoulli_full_event,4,0,0.000438,2.05619718050406e-05,0.205619718050406
1,24,5,max_depth_reached,4522.5931,0.723125484671974,1.29526460980635,0.0305601318108294,13,0,1,1,1,1,0.0127092160153399,full_event_available,bernoulli_full_event,5,0,0.000438,5.56663661471889e-06,0.0556663661471889
1,25,4,load_loss_threshold,1940.206,0.310223001072874,1.29526460980635,0.0368211904620486,7,1,0.310223001072874,0.565309906592115,0.184105952310243,0.336016972424196,0.0623335638056375,full_event_available,bernoulli_full_event,4,0,0.000438,2.73021009468692e-05,0.273021009468692
1,26,5,max_depth_reached,4527.967,0.723984727136674,1.3422041053345,0.0319524045226984,14,0,1,1,1,1,0.000629390641438053,full_event_available,bernoulli_full_event,5,0,0.000438,2.75673100949867e-07,0.00275673100949867
1,27,3,load_loss_threshold,2054.1,0.32843371606097,1.29526460980635,0,5,1,0.32843371606097,0,0,0.197060229636582,0.00386409019924198,full_event_available,bernoulli_full_event,3,0,0.000438,1.69247150726799e-06,0.0169247150726799
1,28,3,load_loss_threshold,2816.4,0.450319223949231,1.34234532999133,0,8,1,0.450319223949231,0.0530655344207736,0,0.280804641253693,2.51322824759459e-05,full_event_available,bernoulli_full_event,3,0,0.000438,1.10079397244643e-08,0.000110079397244643
1,29,3,load_loss_threshold,2045.48,0.327055448872203,1.19643599888269,0.00169332184039916,8,0,1,1,1,1,2.48213106568937e-05,full_event_available,bernoulli_full_event,3,0,0.000438,1.08717340677194e-08,0.000108717340677194
1,30,3,load_loss_threshold,2209.8325,0.353334063505819,1.30062428458436,0.0070436356740301,7,1,0.353334063505819,0.462371721351711,0.0140872713480602,0.307292236643446,5.77734526844161e-06,full_event_available,bernoulli_full_event,3,0,0.000438,2.53047722757742e-09,2.53047722757742e-05
2,1,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,2,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,3,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,4,4,load_loss_threshold,3223.54,0.515417565391743,2.35330533019449,0.10508885250948,14,1,0.515417565391743,2.74354894202798,0.240059195556186,0.90597216675188,2.30968228352749e-06,full_event_available,bernoulli_full_event,4,0,0.000582,1.344235089013e-09,1.344235089013e-05
2,5,3,no_new_outage,1231.1,0.196842776808656,1.14757068694307,0,5,1,0.196842776808656,0,0,0.118105666085194,0.000856891276589557,full_event_available,bernoulli_full_event,3,0,0.000582,4.98710722975122e-07,0.00498710722975122
2,6,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,7,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.0261466942278273,full_event_available,bernoulli_full_event,4,0,0.000582,1.52173760405955e-05,0.152173760405955
2,7,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,8,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,9,3,load_loss_threshold,1884.03,0.301240920145246,2.16927946559438,0.0234275830678803,6,1,0.301240920145246,4.67711786237752,0.117137915339401,1.13959570763053,4.8694064119557e-06,full_event_available,bernoulli_full_event,3,0,0.000582,2.83399453175822e-09,2.83399453175822e-05
2,10,2,no_new_outage,0,0,0.927462420748831,0,2,1,0,0,0,0,0.00271195809402421,full_event_available,bernoulli_full_event,2,0,0.000582,1.57835961072209e-06,0.0157835961072209
2,11,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,12,5,max_depth_reached,4046.4391,0.646992371562926,1.14757068694307,0.0102873200887794,9,0,1,1,1,1,0.00394376928824069,full_event_available,bernoulli_full_event,5,0,0.000582,2.29527372575608e-06,0.0229527372575608
2,13,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,14,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,15,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,16,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,8,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.0110804885818863,full_event_available,bernoulli_full_event,4,0,0.000582,6.4488443546578e-06,0.064488443546578
2,17,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,8,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.0110804885818863,full_event_available,bernoulli_full_event,4,0,0.000582,6.4488443546578e-06,0.064488443546578
2,18,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,19,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,20,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,8,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.0110804885818863,full_event_available,bernoulli_full_event,4,0,0.000582,6.4488443546578e-06,0.064488443546578
2,21,4,load_loss_threshold,3176.14,0.507838694771379,1.96551329303833,0.192360456873104,8,1,0.507838694771379,6.75859305126834,1.92360456873104,2.0411427408627,0.000168280853911199,full_event_available,bernoulli_full_event,4,0,0.000582,9.79394569763175e-08,0.000979394569763175
2,22,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,23,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,24,4,load_loss_threshold,3334.13,0.533099997921407,1.54156747141581,0.0109543736313361,10,1,0.533099997921407,2.70783735707905,0.0328631208940083,0.868000094347455,0.000207201219900804,full_event_available,bernoulli_full_event,4,0,0.000582,1.20591109982268e-07,0.00120591109982268
2,25,4,load_loss_threshold,2912.829,0.465737428908115,1.54542952338976,0.00425562063779594,9,1,0.465737428908115,2.7271476169488,0.00851124127559189,0.826574228989748,0.000205463224866113,full_event_available,bernoulli_full_event,4,0,0.000582,1.19579596872078e-07,0.00119579596872078
2,26,5,max_depth_reached,4522.5931,0.723125484671974,1.27356112717322,0.0305601318108294,13,0,1,1,1,1,1.34410744057764e-05,full_event_available,bernoulli_full_event,5,0,0.000582,7.82270530416187e-09,7.82270530416187e-05
2,27,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,28,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,29,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
2,30,1,no_new_outage,0,0,0.927462420748831,0,1,1,0,0,0,0,0.544380486543536,full_event_available,bernoulli_full_event,1,0,0.000582,0.000316829443168338,3.16829443168338
3,1,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,2,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,3,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,4,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,5,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,6,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,7,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,8,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,9,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,10,3,load_loss_threshold,3281.63,0.52470567919632,1.61372385824594,0.0517167212249391,8,1,0.52470567919632,0,0,0.314823407517792,1.43166393891775e-06,full_event_available,bernoulli_full_event,3,0,0.000378,5.41168968910908e-10,5.41168968910908e-06
3,11,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,12,4,load_loss_threshold,3281.63,0.52470567919632,1.61372385824594,0,7,1,0.52470567919632,0,0,0.314823407517792,0.000459447396081966,full_event_available,bernoulli_full_event,4,0,0.000378,1.73671115718983e-07,0.00173671115718983
3,13,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,14,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,15,2,no_new_outage,0,0,0.804487606937684,0,2,1,0,0,0,0,0.00363569153431857,full_event_available,bernoulli_full_event,2,0,0.000378,1.37429139997242e-06,0.0137429139997242
3,16,4,load_loss_threshold,4877.134,0.779813662113482,1.8861096848616,0.085669048156637,13,0,1,1,1,1,0.000413735326435759,full_event_available,bernoulli_full_event,4,0,0.000378,1.56391953392717e-07,0.00156391953392717
3,17,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,18,4,load_loss_threshold,4235.143,0.677164575015629,1.71503288867483,0.170966759940436,11,1,0.677164575015629,1.63449607792998,0.00223407346363202,0.7336447752881,2.92291115429465e-08,full_event_available,bernoulli_full_event,4,0,0.000378,1.10486041632338e-11,1.10486041632338e-07
3,19,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,20,2,no_new_outage,0,0,0.804487606937684,0,2,1,0,0,0,0,0.00363569153431857,full_event_available,bernoulli_full_event,2,0,0.000378,1.37429139997242e-06,0.0137429139997242
3,21,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,22,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,23,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,24,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,25,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,26,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,27,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,28,5,max_depth_reached,2139.17485,0.342036485706474,1.24129628931139,0.0341976588594424,6,1,0.342036485706474,1.44777773586834,0.0132794842836175,0.497433335454276,0.000246158309936473,full_event_available,bernoulli_full_event,5,0,0.000378,9.30478411559869e-08,0.000930478411559869
3,29,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
3,30,1,no_new_outage,0,0,0.804487606937684,0,1,1,0,0,0,0,0.749189129775249,full_event_available,bernoulli_full_event,1,0,0.000378,0.000283193491055044,2.83193491055044
4,1,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,2,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,3,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,4,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,5,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,6,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,7,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,8,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,9,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,10,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,11,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,12,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,13,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
4,14,1,no_new_outage,0,0,0.793825534142186,0,1,1,0,0,0,0,0.749239146128253,full_event_available,bernoulli_full_event,1,0,0.000445,0.000333411420027072,3.33411420027072
